,am,ba,ee,ex,op,pl,sr,za,
OG5_130866,0.053,0,0.071,0.167,0.231,0.429,0.05,0,
OG5_130766,0.097,0,0.14,0.333,0.278,0.087,0.025,0,
OG5_128791,0.037,0,0.068,0.15,0.095,0.13,0.034,0,
OG5_129648,0.032,1.0,0.069,0.143,0.105,0.093,0.025,0,
OG5_132123,0.047,0,0.069,0.333,0.4,0.111,0.059,0,
OG5_128439,0.042,0,0.064,0.333,0.089,0.149,0.029,0,
OG5_131249,0.063,0,0.148,0.333,0.148,0.095,0.091,0,
OG5_131556,0.1,0,0.154,0.25,0.111,0.1,0.467,0,
OG5_127354,0.044,0,0.048,0.294,0.059,0.143,0.018,0,
OG5_140215,0.273,0.088,0.133,0.286,0.5,0.6,0.095,1.0,
OG5_129160,0.035,0,0.064,0.188,0.1,0.115,0.028,0,
OG5_127805,0.032,0.111,0.043,0.2,0.067,0.103,0.021,0.028,
OG5_128030,0.051,0.182,0.077,0.136,0.296,0.1,0.039,0,
OG5_131586,0.047,0,0.067,1.0,0.143,0.133,0.143,0,
OG5_126628,0.069,0.006,0.059,0.2,0.098,0.084,0.035,0.056,
OG5_126668,0.079,0.004,0.074,0.133,0.067,0.088,0.015,0.011,
OG5_144901,0.286,0,0.158,0.4,0,0.358,0.238,0,
OG5_133885,0.333,0.011,0.286,1.0,0.5,0.25,0.065,0.062,
OG5_127600,0.035,0.044,0.059,0.087,0.056,0.041,0.016,0.058,
OG5_135604,0.061,0.143,0.138,0.286,0.593,1.0,0.063,0,
OG5_126749,0.088,0,0.089,0.2,0.222,0.157,0.23,0,
OG5_127513,0.032,0,0.063,0.208,0.088,0.22,0.021,0.011,
OG5_168821,0.114,0.047,0.25,1.0,1.0,0.6,0.149,0.235,
OG5_128080,0.028,0,0.048,0.278,0.175,0.145,0.027,0,
OG5_149273,0.25,0.024,1.0,0,0,0.143,0.087,0,
OG5_128409,0.091,0,0.13,0.333,0.279,0.333,0.041,0,
OG5_128177,0.053,0,0.111,0.174,0.088,0.073,0.043,1.0,
OG5_128348,0.035,0,0.055,0.115,0.174,0.069,0.021,0,
OG5_130133,0.039,0.012,0.043,0.167,0.227,0.077,0.032,0.044,
OG5_131244,0.047,0.017,0.045,0.167,0.222,0.049,0.019,0.08,
OG5_132007,0.2,0,0.049,0.13,0.176,0.105,0.042,0,
OG5_128921,0.043,0,0.048,0.286,0.212,0.1,0.095,0,
OG5_129649,0.059,0,0.091,0.438,0.182,0.375,0.062,0,
OG5_129230,0.032,0,0.063,0.15,0.097,0.07,0.022,0,
OG5_128257,0.061,0,0.056,0.215,0.064,0.134,0.026,0,
OG5_130013,0.044,0,0.05,0.222,0.278,0.077,0.02,0,
OG5_127807,0.042,0.034,0.069,0.125,0.087,0.108,0.018,0.032,
OG5_144399,0.103,0,0.154,0.4,0.143,0.286,0.023,0,
OG5_132071,0.07,0,0.25,1.0,0.3,0.111,0.081,0,
OG5_126624,0.033,0.006,0.039,0.167,0.087,0.147,0.023,0.031,
OG5_129642,0.032,0,0.038,0.125,0.067,0.063,0.019,0,
OG5_126846,0.041,0,0.041,0.538,0.071,0.157,0.016,0.5,
OG5_127478,0.026,0.004,0.048,0.143,0.115,0.104,0.016,0,
OG5_128646,0.041,0,0.105,0.154,0.118,0.122,0.03,0,
OG5_126754,0.051,0.108,0.073,0.167,0.099,0.205,0.02,0.4,
OG5_135545,0.096,0,0.179,0.364,0.179,0.128,0.07,0,
OG5_128496,0.105,0.5,0.123,0.279,0.2,0.142,0.048,0,
OG5_126659,0.069,0.004,0.086,0.089,0.068,0.126,0.021,0.022,
OG5_126767,0.07,0.038,0.072,0.156,0.147,0.113,0.028,0.333,
OG5_141273,0.115,0.5,0.133,0.333,0.75,0.417,0.047,0,
OG5_147155,0.064,0,0.143,0,0,0.329,0.056,0,
OG5_130134,0.051,0,0.094,0.2,0.25,0.333,0.02,0,
OG5_129907,0.12,0.012,0.069,0,0.125,0.079,0.024,0.039,
OG5_136323,0.039,0,0.083,0.333,0.143,0.2,0.038,0,
OG5_141328,0.032,0,0.095,0.158,0.5,0.2,0.061,1.0,
OG5_127551,0.035,0,0.073,0.257,0.123,0.099,0.046,0,
OG5_130653,0.197,0.176,0.178,0.727,0.439,0.167,0.091,0.25,
OG5_132316,0.048,0.5,0.118,0.154,0.136,0.222,0.027,0.143,
OG5_128150,0.035,0,0.068,0.111,0.214,0.139,0.023,0,
OG5_135178,0.19,0.125,0.107,0.222,0.333,0.209,0.043,0,
OG5_144546,0.2,0.222,0,1.0,0.571,0.4,0.125,1.0,
OG5_133899,0.067,0,0.094,0.375,0.2,0.132,0.033,0,
OG5_127585,0.042,0.05,0.051,0.118,0.095,0.071,0.026,0.036,
OG5_133764,0.175,0,0.128,0.875,0.217,0.199,0.288,0,
OG5_126677,0.03,0.008,0.037,0.146,0.069,0.057,0.017,0.027,
OG5_127367,0.026,0,0.075,0.077,0.061,0.068,0.018,0.022,
OG5_130644,0.051,0,0.068,0.243,0.217,0.075,0.031,0,
OG5_130031,0.045,0,0.045,0.111,0.069,0.083,0.041,0,
OG5_168267,0.114,0.5,0.167,0.6,1.0,0.154,0.065,0,
OG5_127447,0.028,0.182,0.067,0.121,0.071,0.159,0.018,0.011,
OG5_127586,0.174,0,0.075,0.346,0.184,0.267,0.047,0,
OG5_130178,0.043,0,0.073,0.167,0.214,0.176,0.029,0,
OG5_127972,0.04,0,0.196,0.18,0.154,0.099,0.038,0,
OG5_137122,0.031,0.333,0.154,0.188,0.364,0.25,0.119,0,
OG5_127163,0.044,0,0.05,0.125,0.078,0.198,0.021,0,
OG5_131305,0.053,0,0.085,0.194,0.231,0.25,0.035,0,
OG5_131908,0.143,0,0.051,0.1,0.2,0.125,0.018,0,
OG5_127589,0.03,0.5,0.057,0.2,0.071,0.1,0.025,0.056,
OG5_133439,0.049,0,0.031,0.333,0.167,0.25,0.027,0,
OG5_146377,0.058,0,0.11,0.422,0.157,1.0,0.119,0,
OG5_131602,0.043,0,0.057,0.222,0.182,0.143,0.02,0,
OG5_165113,0.5,0.167,0,0,0,0,1.0,0,
OG5_138777,0.091,0,0.092,0.619,0.125,0.061,0.057,0,
OG5_128752,0.04,0,0.097,0.371,0.118,0.077,0.03,0.077,
OG5_128417,0.063,0,0.063,0.286,0.063,0.132,0.018,0,
OG5_128548,0.024,0,0.064,0.25,0.138,0.118,0.015,0,
OG5_127454,0.05,0,0.08,0.125,0.088,0.038,0.017,0,
OG5_143141,0.161,0,0.104,0.267,1.0,0.1,0.067,0,
OG5_137084,0.034,0,0.07,0.333,0.167,0.065,0.032,0,
OG5_127882,0.038,0,0.063,0.118,0.069,0.085,0.011,0,
OG5_132855,0.035,0,0.222,0.222,0.16,0.5,0.105,0,
OG5_126780,0.077,0.2,0.057,0.363,0.094,0.144,0.056,0,
OG5_127375,0.039,0.023,0.075,0.167,0.077,0.1,0.033,0.021,
OG5_133576,0.141,0.118,0.129,0.381,0.507,0.255,0.081,0,
OG5_131839,0.039,0,0.083,0.143,0.1,0.5,0.041,0,
OG5_129891,0.061,0,0.069,0.278,0.225,0.111,0.07,0,
OG5_139267,0.068,0.065,0.074,0.214,1.0,0.063,0.028,0,
OG5_128192,0.059,0.048,0.117,0.267,0.283,0.741,0.093,1.0,
OG5_128012,0.043,0.25,0.074,0.189,0.143,0.127,0.017,0,
OG5_128567,0.045,0.333,0.066,0.15,0.116,0.119,0.015,0,
OG5_129805,0.031,0,0.08,0.214,0.097,0.167,0.035,0,
OG5_127838,0.031,0.143,0.061,0.13,0.056,0.061,0.017,0.4,
OG5_129449,0.05,0,0.07,0.25,0.143,0.087,0.031,1.0,
OG5_130568,0.167,0,0.049,0.313,0.222,0.087,0.026,0,
OG5_127146,0.022,0,0.062,0.1,0.091,0.171,0.018,0,
OG5_128793,0.041,0,0.077,0.143,0.074,0.059,0.018,0,
OG5_132403,0.159,0.125,0.167,0.5,0.643,0.143,0.192,0,
OG5_127202,0.083,0,0.055,0.273,0.437,0.143,0.023,0,
OG5_147186,0.333,0,0.111,0,0,0.143,0.3,0,
OG5_127416,0.034,0,0.059,0.222,0.083,0.197,0.057,0,
OG5_127836,0.035,0.037,0.051,0.185,0.083,0.24,0.034,0,
OG5_145769,0.083,0,0.2,0.167,1.0,0.4,0.037,0,
OG5_127703,0.046,0,0.083,0.077,0.103,0.125,0.028,0.034,
OG5_131018,0.029,0.128,0.098,0.273,0.138,0.1,0.036,0,
OG5_145076,0.069,0,0.5,0.5,0.5,0,0.065,0,
OG5_129316,0.167,0,0.057,0.188,0.214,0.267,0.043,0,
OG5_131986,0.042,0,0.067,0.2,0.118,0.083,0.043,0,
OG5_128936,0.036,0,0.077,0.143,0.083,0.108,0.045,0,
OG5_133678,0.055,0,0.136,0.25,0.143,0.2,0.04,0,
OG5_128083,0.037,0,0.067,0.25,0.065,0.125,0.028,0,
OG5_133789,0.125,0,0.043,0.286,0.3,0.091,0.059,0,
OG5_131016,0.051,0,0.069,1.0,0.353,0.213,0.12,0,
OG5_131991,0.036,0,0.071,0.143,0.188,0.161,0.027,0,
OG5_135574,0.068,0.2,0.097,0.486,0.102,0.182,0.027,0,
OG5_132308,0.092,0.063,0.077,0.563,0.176,0.091,0.045,0,
OG5_126849,0.042,0.015,0.051,0.22,0.189,0.122,0.025,0.1,
OG5_134377,0.041,0,0.065,0.231,0,0.222,0.046,0,
OG5_131999,0.032,1.0,0.067,0.308,0.167,0.074,0.031,1.0,
OG5_129318,0.055,0,0.057,0.273,0.097,0.057,0.057,0,
OG5_137617,0.041,0,0.056,1.0,0.2,0.5,0.047,0,
OG5_134042,1.0,0,0.333,0,0.474,1.0,0.07,0,
OG5_127130,0.065,0,0.085,0.104,0.075,0.158,0.022,0,
OG5_139285,1.0,0.037,0,0.5,0.333,0,0.25,0,
OG5_128874,0.024,0,0.055,0.2,0.081,0.104,0.015,0,
OG5_127360,0.031,0.01,0.048,0.176,0.061,0.113,0.024,0.031,
OG5_131757,0.028,0.017,0.25,0.333,0.333,0.4,0.182,0.029,
OG5_126954,0.042,0.005,0.05,0.316,0.176,0.066,0.037,0.5,
OG5_130599,0.083,0.1,0.064,0.125,0.364,0.111,0.025,1.0,
OG5_127068,0.025,1.0,0.059,0.15,0.087,0.107,0.03,0.059,
OG5_127721,0.028,0,0.037,0.182,0.091,0.091,0.027,0,
OG5_126971,0.035,1.0,0.105,0.261,0.086,0.241,0.029,0.458,
OG5_128149,0.048,0.055,0.043,0.111,0.086,0.295,0.025,0.333,
OG5_130153,0.037,0,0.073,0.167,0.111,0.122,0.019,0,
OG5_127739,0.044,0,0.065,0.265,0.155,0.089,0.021,0.5,
OG5_130123,0.04,0,0.099,0.286,0.083,0.114,0.032,0,
OG5_132887,0.043,0,0.182,0.296,0.152,0.121,0.065,0,
OG5_130329,0.037,0.1,0.049,0.136,0.094,0.077,0.034,0,
OG5_127813,0.033,0,0.082,0.333,0.065,0.069,0.04,0,
OG5_139473,0.138,0,0.172,0.364,1.0,0.176,0.042,0,
OG5_141670,0.051,0,0.154,1.0,0.6,0.188,0.037,0,
OG5_128181,0.036,0,0.061,0.129,0.056,0.125,0.018,0,
OG5_132161,0.048,0,0.086,0.429,0.087,0.5,0.046,0,
OG5_129137,0.028,0,0.067,0.182,0.069,0.196,0.021,0,
OG5_128585,0.172,0,0.16,0.263,0.262,0.213,0.1,0,
OG5_127878,0.041,0,0.049,0.125,0.097,0.123,0.026,0,
OG5_129638,0.037,0.053,0.072,0.167,0.46,0.058,0.04,1.0,
OG5_144213,0.095,0.043,0.128,1.0,0,0.121,0.031,1.0,
OG5_130363,0.208,0,0.143,0,0.25,0,0.077,0,
OG5_127732,0.026,0,0.061,0.158,0.118,0.063,0.012,0,
OG5_163900,0.067,0.051,0.5,0.25,0,0,0.222,0,
OG5_130783,0.047,0,0.133,0.5,0.15,1.0,0.174,0,
OG5_128867,0.044,0,0.133,0.125,0.143,0.138,0.052,0,
OG5_126724,0.031,0.111,0.084,0.464,0.111,0.144,0.028,0.545,
OG5_130265,0.167,0,0.08,0.211,0.28,0.375,0.024,0,
OG5_129330,0.023,0,0.047,0.1,0.138,0.116,0.017,0,
OG5_126893,0.035,0.01,0.068,0.185,0.093,0.092,0.021,0.026,
OG5_127412,0.033,0.014,0.057,0.148,0.179,0.091,0.018,0.055,
OG5_129704,0.08,0.029,0.085,0.2,0.154,0.176,0.028,0,
OG5_129737,0.049,0,0.07,0.286,0.129,0.167,0.026,0,
OG5_126877,0.044,0,0.061,0.102,0.221,0.171,0.019,0,
OG5_129894,0.026,0,0.07,0.375,0.167,0.158,0.029,1.0,
OG5_127543,0.095,0.011,0.075,0.786,0.5,0.229,0.033,0.082,
OG5_133058,0.082,0.333,0.071,0.429,0.133,0.091,0.019,0,
OG5_127911,0.051,0,0.05,0.133,0.105,0.109,0.022,0,
OG5_130352,0.086,0,0.111,0.167,0.125,0.06,0.082,0,
OG5_133092,0.065,0,0.15,0.25,0.4,0.238,0.06,0,
OG5_127616,0.036,0.5,0.076,0.14,0.048,0.174,0.028,0.222,
OG5_141916,0.125,0,0.192,0.536,0.718,0.333,0.079,0,
OG5_130164,0.049,0,0.105,0.25,0.105,0.051,0.028,0,
OG5_129621,0.043,0,0.063,0.182,0.08,0.079,0.025,0,
OG5_131447,0.125,0,0.054,0.118,0.3,0.056,0.059,0,
OG5_135498,0.078,0,0.133,0.25,0.353,0.75,0.377,0,
OG5_139974,0.125,0,0.4,0.5,0.25,0,0.025,0,
OG5_135135,0.086,0.114,0.093,0.351,0.154,0.131,0.049,0.333,
OG5_130148,0.055,0,0.182,0.5,0.781,0,0.083,0,
OG5_127874,0.045,0,0.077,0.158,0.079,0.17,0.021,0,
OG5_126820,0.06,0.004,0.082,0.1,0.068,0.107,0.02,0.022,
OG5_126926,0.037,0.033,0.065,0.119,0.081,0.144,0.021,0.025,
OG5_126680,0.031,0.038,0.091,0.257,0.074,0.261,0.043,0.033,
OG5_128451,0.162,0.149,0.13,0.5,0.5,0.161,0.092,0,
OG5_136988,0.178,0.5,0.13,0.3,0.5,0.199,0.119,1.0,
OG5_133356,0.084,0.091,0.298,0.229,0.16,0.152,0.058,0,
OG5_129761,0.07,0.19,0.07,0.222,0.105,0.07,0.025,0.154,
OG5_146790,0.106,0,0.14,0.333,0.308,0.286,0.052,0,
OG5_131651,0.048,0.035,0.123,0.238,0.235,0.31,0.051,0.2,
OG5_127017,0.046,0.043,0.056,0.167,0.15,0.184,0.024,0,
OG5_127415,0.054,0.019,0.074,0.143,0.063,0.049,0.04,0.019,
OG5_130930,0.053,0,1.0,0.25,0.167,0.333,0.095,0,
OG5_127392,0.033,0,0.139,0.113,0.176,0.322,0.024,0,
OG5_132484,0.2,0,0.081,0.111,0.154,0.067,0.014,0,
OG5_130775,0.041,0,0.059,0.192,0.222,0.115,0.022,0,
OG5_126760,0.048,0.004,0.075,0.095,0.065,0.119,0.017,0.011,
OG5_127286,0.06,0,0.047,0.143,0.083,0.121,0.014,0,
OG5_126956,0.04,0.006,0.058,0.087,0.086,0.074,0.014,0.021,
OG5_126783,0.033,0.008,0.036,0.105,0.163,0.125,0.02,0.051,
OG5_127211,0.038,0.009,0.059,0.368,0.071,0.07,0.018,0.071,
OG5_126620,0.029,0.007,0.038,0.169,0.063,0.07,0.024,0.028,
OG5_132245,0.286,0,0.049,0.111,0.167,0.067,0.051,0,
OG5_131460,0.083,0.5,0.097,0.133,0.2,0.263,0.028,0,
OG5_129274,0.063,0,0.05,0.167,0.176,0.119,0.049,0,
OG5_137752,0.308,0,0.167,1.0,0.333,0,0.286,0,
OG5_129682,0.03,0,0.048,0.167,0.077,0.103,0.022,0,
OG5_131117,0.132,0.167,0.13,0.25,0.444,0.16,0.057,0.5,
OG5_127431,0.058,0,0.063,0.241,0.103,0.129,0.025,0,
OG5_128242,0.16,0,0.05,0.158,0.194,0.167,0.032,0,
OG5_128550,0.389,0,0.25,0.923,0.667,0.667,0.098,0,
OG5_126773,0.034,0.012,0.049,0.176,0.095,0.075,0.017,0.333,
OG5_127424,0.042,0,0.058,0.121,0.073,0.066,0.023,0.057,
OG5_131582,0.048,0,0.078,0.133,0.286,0.163,0.031,0,
OG5_129887,0.027,0,0.043,0.143,0.148,0.125,0.019,0,
OG5_128185,0.039,0,0.057,0.171,0.146,0.188,0.022,0,
OG5_128714,0.077,0.006,0.118,0.667,0.222,0.25,0.068,0.029,
OG5_127960,0.05,0,0.067,0.125,0.114,0.073,0.023,1.0,
OG5_126692,0.035,0.007,0.053,0.143,0.083,0.069,0.017,0,
OG5_126568,0.051,0.017,0.079,0.253,0.147,0.222,0.026,0.034,
OG5_133621,0.086,0.1,0.09,0.368,0.272,0.171,0.065,1.0,
OG5_137383,0.037,0.053,0.231,0.429,0.333,0.26,0.048,0,
OG5_126757,0.045,0.037,0.061,0.087,0.165,0.091,0.015,0.083,
OG5_129211,0.028,0.024,0.077,0.105,0.098,0.071,0.021,0.08,
OG5_128812,0.042,0.016,0.061,0.167,0.1,0.196,0.016,0.5,
OG5_128003,0.05,0,0.047,0.16,0.057,0.197,0.017,0.077,
OG5_149843,0.077,0,0.25,0.333,0.25,0.143,0.182,0,
OG5_130344,0.075,0,0.284,0.2,0.311,0.222,0.03,0,
OG5_127475,0.148,0.105,0.148,0.455,0.301,0.298,0.08,0,
OG5_132955,0.111,0.028,0.061,0,0,0.125,0.024,0.333,
OG5_129107,0.078,0,0.067,0.125,0.103,0.184,0.02,0,
OG5_131852,0.057,0,0.204,0.231,0.182,0.115,0.045,0,
OG5_127744,0.021,0.1,0.043,0.08,0.056,0.113,0.018,0,
OG5_132836,0.04,0,0.071,0.172,0.08,0.107,0.025,0,
OG5_127750,0.082,1.0,0.108,0.25,0.22,0.167,0.055,1.0,
OG5_130332,0.078,0.182,0.145,0.2,0.209,0.376,0.111,0,
OG5_133647,0.1,0,0.094,0.25,0.2,0.389,0.098,0,
OG5_171295,0.333,0,0.333,0,0,1.0,0.084,0,
OG5_127218,0.034,0.004,0.083,0.143,0.192,0.08,0.02,1.0,
OG5_128560,0.029,0,0.032,0.077,0.069,0.045,0.014,0,
OG5_128169,0.03,0.5,0.053,0.154,0.133,0.093,0.017,0,
OG5_126961,0.075,0.034,0.091,0.263,0.129,0.197,0.046,0.077,
OG5_128448,0.048,0,0.078,0.158,0.289,0.047,0.02,0,
OG5_141486,0.153,0.476,0.097,0.133,0.286,0.188,0.069,0,
