,Am,Ba,EE,Ex,Op,Pl,Sr,Za,
OG5_129336,1233,0,56,62,85,7,350,0,
OG5_127387,144,0,60,54,50,78,323,0,
OG5_127737,290,0,83,26,56,107,112,0,
OG5_127514,286,0,90,45,54,91,617,1,
OG5_126558,101,0,386,216,221,173,1613,0,
OG5_135287,193,0,84,33,23,21,467,0,
OG5_129701,78,0,38,12,24,47,164,4,
OG5_127027,93,536,98,21,30,118,384,13,
OG5_128905,35,296,91,34,0,156,881,38,
OG5_127111,192,0,91,24,39,55,346,0,
OG5_132074,75,0,44,1,30,6,417,0,
OG5_127779,130,0,68,28,58,90,399,1,
OG5_129504,40,0,38,5,23,20,129,0,
OG5_130637,24,0,5,0,0,4,22,0,
OG5_131527,169,13,77,25,14,43,195,0,
OG5_128025,116,0,55,20,28,61,370,0,
OG5_149917,24,0,19,4,1,27,85,0,
OG5_127151,79,476,48,19,28,47,211,98,
OG5_129306,7,339,4,3,6,27,21,22,
OG5_128039,89,0,52,16,43,62,231,0,
OG5_136795,2328,32,628,634,264,208,4565,6,
OG5_129440,39,0,16,7,22,39,88,0,
OG5_127123,214,0,107,58,51,98,764,0,
OG5_134442,118,5,125,5,20,19,293,0,
OG5_127875,136,0,48,14,40,71,200,0,
OG5_127652,99,0,58,22,33,63,294,0,
OG5_137718,6,0,9,7,1,7,48,0,
OG5_132068,75,199,55,24,8,43,237,23,
OG5_127287,83,0,106,18,42,84,212,0,
OG5_146660,55,6,73,4,6,30,422,0,
OG5_129276,170,0,47,31,39,68,362,0,
OG5_138549,6,67,13,0,1,7,24,11,
OG5_132774,236,2,40,35,57,5,165,0,
OG5_130927,61,0,8,6,24,19,15,0,
OG5_130315,7,0,34,20,14,15,137,0,
OG5_131086,63,0,45,5,23,27,73,0,
OG5_144916,64,0,45,12,5,29,157,0,
OG5_129897,207,0,14,3,21,1,27,0,
OG5_130273,83,360,46,25,39,25,263,60,
OG5_134361,16,0,15,6,2,1,203,0,
OG5_130099,424,7,61,62,28,7,339,3,
OG5_128666,75,261,20,10,23,47,112,28,
OG5_132716,395,0,56,37,35,37,495,0,
OG5_127312,206,9,76,39,47,68,414,93,
OG5_129442,175,0,132,52,11,49,663,0,
OG5_127593,103,0,46,27,45,68,349,42,
OG5_155117,305,1,53,56,28,25,391,12,
OG5_129860,117,0,80,9,61,32,108,1,
OG5_150225,190,1,37,29,30,103,322,0,
OG5_129740,87,0,47,15,29,37,204,0,
OG5_135654,147,0,35,25,1,17,263,0,
OG5_127292,24,3389,5,2,1,2,76,14,
OG5_129462,100,0,56,16,36,50,230,0,
OG5_127091,413,289,232,164,580,111,728,0,
OG5_136954,34,0,11,7,8,53,97,0,
OG5_127380,75,20,46,18,41,51,183,57,
OG5_139576,198,0,82,39,63,40,1232,0,
OG5_130348,35,0,4,4,24,29,9,0,
OG5_130943,86,18,40,19,28,64,186,0,
OG5_127519,46,0,14,2,4,1,106,0,
OG5_128272,86,0,53,17,27,51,237,1,
OG5_130086,60,3,59,19,18,63,279,0,
OG5_131142,53,0,34,8,18,20,86,0,
OG5_128442,125,0,138,15,43,105,582,0,
OG5_130070,132,0,75,27,28,75,258,0,
OG5_126895,129,387,47,21,45,78,259,52,
OG5_149691,73,20,42,7,3,14,271,0,
OG5_126800,988,4,587,146,398,337,2752,0,
OG5_128416,294,42,166,104,81,55,652,0,
OG5_131002,32,0,11,2,16,19,68,0,
OG5_126599,361,254,165,74,154,230,911,0,
OG5_130866,57,0,14,6,13,49,60,0,
OG5_130766,31,0,43,6,18,46,277,0,
OG5_128791,109,0,44,20,21,23,265,0,
OG5_129648,93,1,29,28,19,43,158,0,
OG5_132123,43,0,29,3,15,18,85,0,
OG5_128439,119,0,125,33,45,87,312,0,
OG5_131249,96,0,81,6,27,42,285,0,
OG5_131556,20,0,13,8,9,20,30,0,
OG5_127354,136,0,63,34,34,63,387,0,
OG5_140215,33,57,30,7,4,15,116,1,
OG5_129160,115,0,47,16,30,52,290,0,
OG5_127805,94,9,46,15,30,39,187,71,
OG5_128030,59,11,65,22,54,40,363,0,
OG5_131586,43,0,15,1,14,15,7,0,
OG5_126628,160,666,118,85,92,239,1127,18,
OG5_126668,191,512,95,45,75,147,674,93,
OG5_144901,7,0,19,5,0,120,42,0,
OG5_133885,3,473,7,1,4,4,62,65,
OG5_127600,85,45,51,23,36,49,251,52,
OG5_135604,82,7,29,7,27,1,95,0,
OG5_126749,137,0,124,45,9,51,430,0,
OG5_127513,95,0,48,24,34,50,233,90,
OG5_168821,44,215,12,1,1,15,67,17,
OG5_128080,72,0,63,18,40,62,259,0,
OG5_149273,4,82,1,0,0,14,23,0,
OG5_128409,77,0,23,6,43,6,484,0,
OG5_128177,57,0,27,23,34,41,163,1,
OG5_128348,114,0,55,26,46,58,243,0,
OG5_130133,128,250,46,18,22,39,189,45,
OG5_131244,43,234,44,12,9,41,216,25,
OG5_132007,10,0,41,23,17,19,120,0,
OG5_128921,46,0,21,7,33,10,42,0,
OG5_129649,51,0,11,16,11,8,65,0,
OG5_129230,93,0,48,20,31,43,178,0,
OG5_128257,413,0,248,107,110,216,1545,0,
OG5_130013,68,0,40,9,18,39,102,0,
OG5_127807,72,116,29,16,23,65,170,31,
OG5_144399,39,0,13,10,14,7,131,0,
OG5_132071,43,0,4,3,10,9,99,0,
OG5_126624,214,529,129,36,104,109,651,65,
OG5_129642,94,0,53,16,30,48,216,0,
OG5_126846,121,0,97,52,84,102,734,2,
OG5_127478,77,522,42,7,26,67,249,0,
OG5_128646,73,0,38,13,34,98,237,0,
OG5_126754,235,37,123,30,71,73,545,5,
OG5_135545,249,0,84,11,28,39,514,0,
OG5_128496,294,2,333,86,95,120,1086,0,
OG5_126659,160,462,70,45,59,151,654,89,
OG5_126767,272,78,209,45,109,160,926,3,
OG5_141273,26,2,15,3,8,48,127,0,
OG5_147155,47,0,28,0,0,70,72,0,
OG5_130134,79,0,32,15,12,6,149,0,
OG5_129907,25,518,29,0,16,38,123,51,
OG5_136323,155,0,24,9,14,5,236,0,
OG5_141328,62,0,21,19,4,10,66,1,
OG5_127551,144,0,109,35,57,81,560,0,
OG5_130653,152,34,45,22,66,12,548,4,
OG5_132316,21,2,17,13,22,18,110,7,
OG5_128150,86,0,44,18,28,36,256,0,
OG5_135178,21,8,28,9,6,43,138,0,
OG5_144546,25,9,0,1,7,5,24,1,
OG5_133899,60,0,64,8,10,38,428,0,
OG5_127585,96,20,59,17,42,56,230,55,
OG5_133764,320,0,78,136,23,181,626,0,
OG5_126677,169,532,82,48,72,106,478,75,
OG5_127367,152,0,67,26,33,59,283,89,
OG5_130644,157,0,59,37,23,67,612,0,
OG5_130031,66,0,44,9,29,48,172,0,
OG5_168267,35,4,6,20,1,13,107,0,
OG5_127447,145,11,75,33,56,82,338,92,
OG5_127586,86,0,80,81,38,86,724,0,
OG5_130178,69,0,41,6,14,68,140,0,
OG5_127972,426,0,148,61,39,71,679,0,
OG5_137122,65,9,65,16,11,4,135,0,
OG5_127163,137,0,101,32,64,111,564,0,
OG5_131305,114,0,59,31,26,8,311,0,
OG5_131908,14,0,39,20,10,16,170,0,
OG5_127589,66,2,35,15,28,40,199,18,
OG5_133439,61,0,32,3,12,4,75,0,
OG5_146377,1239,0,82,45,108,4,210,0,
OG5_131602,70,0,35,9,22,7,151,0,
OG5_165113,2,6,0,0,0,0,1,0,
OG5_138777,186,0,65,21,16,33,418,0,
OG5_128752,199,0,62,35,34,52,396,26,
OG5_128417,48,0,48,7,32,38,220,0,
OG5_128548,84,0,47,16,29,51,200,0,
OG5_127454,119,0,75,16,34,52,297,0,
OG5_143141,31,0,48,15,1,20,494,0,
OG5_137084,89,0,43,3,24,46,157,0,
OG5_127882,78,0,32,17,29,47,185,0,
OG5_132855,85,0,9,9,25,4,19,0,
OG5_126780,221,5,159,146,181,146,2227,0,
OG5_127375,127,129,80,24,52,80,362,96,
OG5_133576,163,17,116,42,152,106,669,0,
OG5_131839,51,0,12,7,20,2,49,0,
OG5_129891,314,0,145,18,40,63,959,0,
OG5_139267,59,62,27,14,1,16,179,0,
OG5_128192,186,42,77,30,60,877,443,1,
OG5_128012,139,12,149,37,28,63,1058,0,
OG5_128567,88,6,61,20,43,59,196,0,
OG5_129805,97,0,50,14,31,24,144,0,
OG5_127838,97,7,49,23,36,49,241,5,
OG5_129449,80,0,43,16,28,46,196,1,
OG5_130568,18,0,41,32,27,23,233,0,
OG5_127146,92,0,65,30,44,117,390,0,
OG5_128793,49,0,26,7,27,34,164,0,
OG5_132403,44,8,36,2,14,14,193,0,
OG5_127202,48,0,146,11,71,28,943,0,
OG5_147186,3,0,18,0,0,56,10,0,
OG5_127416,174,0,101,27,36,117,547,0,
OG5_127836,142,81,78,27,48,167,378,0,
OG5_145769,24,0,10,6,1,5,54,0,
OG5_127703,87,0,24,26,29,32,177,58,
OG5_131018,69,39,61,11,29,40,167,0,
OG5_145076,29,0,2,4,2,0,62,0,
OG5_129316,12,0,35,16,14,30,467,0,
OG5_131986,48,0,45,5,17,24,46,0,
OG5_128936,55,0,39,14,24,37,133,0,
OG5_133678,73,0,22,8,14,5,99,0,
OG5_128083,80,0,30,12,31,8,252,0,
OG5_133789,8,0,23,7,10,11,153,0,
OG5_131016,78,0,29,1,34,47,25,0,
OG5_131991,83,0,28,7,16,31,75,0,
OG5_135574,351,5,103,35,176,44,562,0,
OG5_132308,120,64,39,16,17,22,111,0,
OG5_126849,214,269,118,41,95,123,689,10,
OG5_134377,74,0,62,13,0,9,218,0,
OG5_131999,63,1,45,13,12,27,131,1,
OG5_129318,110,0,53,11,31,53,194,0,
OG5_137617,73,0,18,1,5,2,43,0,
OG5_134042,1,0,3,0,19,1,57,0,
OG5_127130,168,0,82,48,67,120,650,0,
OG5_139285,1,81,0,2,3,0,8,0,
OG5_128874,83,0,55,10,37,48,203,0,
OG5_127360,96,194,42,17,33,53,253,32,
OG5_131757,106,299,8,6,3,5,11,70,
OG5_126954,96,733,40,19,51,76,410,2,
OG5_130599,12,30,47,16,11,18,158,1,
OG5_127068,119,1,68,20,46,75,464,17,
OG5_127721,106,0,54,22,33,55,258,0,
OG5_126971,460,1,95,69,93,220,1190,24,
OG5_128149,62,236,46,18,35,61,204,3,
OG5_130153,109,0,41,12,18,41,215,0,
OG5_127739,226,0,92,34,58,90,725,2,
OG5_130123,200,0,71,7,24,44,401,0,
OG5_132887,301,0,99,27,33,33,416,0,
OG5_130329,107,10,41,22,32,39,178,0,
OG5_127813,91,0,49,6,31,58,520,0,
OG5_139473,29,0,29,11,1,17,144,0,
OG5_141670,39,0,13,1,5,32,54,0,
OG5_128181,195,0,66,31,36,48,325,0,
OG5_132161,62,0,35,7,23,6,108,0,
OG5_129137,71,0,30,11,29,46,95,0,
OG5_128585,29,0,25,19,61,75,50,0,
OG5_127878,122,0,61,24,31,81,351,0,
OG5_129638,161,95,83,24,50,69,401,1,
OG5_144213,21,162,39,1,0,33,98,1,
OG5_130363,53,0,28,0,20,0,168,0,
OG5_127732,115,0,49,19,34,64,257,0,
OG5_163900,45,39,2,8,0,0,9,0,
OG5_130783,317,0,15,4,40,2,46,0,
OG5_128867,91,0,15,16,28,29,96,0,
OG5_126724,386,18,143,97,90,118,1185,11,
OG5_130265,12,0,25,19,25,8,124,0,
OG5_129330,87,0,43,10,29,43,178,0,
OG5_126893,113,396,44,27,43,65,425,77,
OG5_127412,90,512,53,27,39,55,271,55,
OG5_129704,25,69,59,10,13,17,254,0,
OG5_129737,102,0,43,35,31,36,231,0,
OG5_126877,388,0,163,49,86,211,1239,0,
OG5_129894,115,0,43,32,12,19,244,1,
OG5_127543,42,803,40,28,6,96,304,73,
OG5_133058,49,6,42,7,15,33,158,0,
OG5_127911,117,0,60,15,38,64,315,0,
OG5_130352,35,0,9,12,16,50,49,0,
OG5_133092,46,0,20,4,15,21,50,0,
OG5_127616,421,2,79,57,63,92,674,18,
OG5_141916,128,0,26,28,71,3,496,0,
OG5_130164,41,0,38,12,19,39,108,0,
OG5_129621,70,0,48,11,25,38,197,0,
OG5_131447,8,0,37,17,10,18,170,0,
OG5_135498,116,0,30,16,34,4,446,0,
OG5_139974,16,0,5,2,8,0,79,0,
OG5_135135,560,35,172,37,104,145,1251,9,
OG5_130148,181,0,11,2,32,0,24,0,
OG5_127874,67,0,39,19,38,53,195,0,
OG5_126820,168,507,73,40,73,140,608,93,
OG5_126926,136,92,92,42,99,90,516,204,
OG5_126680,127,634,66,35,81,92,415,182,
OG5_128451,37,74,161,4,50,31,251,0,
OG5_136988,202,2,146,10,2,317,337,1,
OG5_133356,394,11,131,35,25,46,670,0,
OG5_129761,43,42,57,9,19,71,197,13,
OG5_146790,132,0,50,3,26,14,252,0,
OG5_131651,208,201,65,21,17,58,389,10,
OG5_127017,108,47,108,24,20,114,838,0,
OG5_127415,56,104,27,21,32,41,100,106,
OG5_130930,38,0,1,4,12,12,21,0,
OG5_127392,518,0,79,53,142,90,628,0,
OG5_132484,5,0,37,18,13,15,142,0,
OG5_130775,97,0,51,26,9,26,186,0,
OG5_126760,210,511,93,42,62,143,701,94,
OG5_127286,83,0,86,14,48,66,349,0,
OG5_126956,100,310,86,23,35,54,347,95,
OG5_126783,120,718,56,19,86,56,352,39,
OG5_127211,79,428,51,19,28,57,329,28,
OG5_126620,275,584,131,65,96,128,499,144,
OG5_132245,7,0,41,18,6,15,137,0,
OG5_131460,24,2,31,15,10,19,144,0,
OG5_129274,64,0,40,12,34,42,123,0,
OG5_137752,13,0,12,1,6,0,21,0,
OG5_129682,67,0,42,6,26,39,182,0,
OG5_131117,38,6,23,12,18,25,140,2,
OG5_127431,206,0,112,29,68,31,830,0,
OG5_128242,94,0,181,19,62,66,932,0,
OG5_128550,18,0,8,39,3,3,193,0,
OG5_126773,145,253,162,34,74,134,638,3,
OG5_127424,119,0,69,33,41,61,387,35,
OG5_131582,83,0,77,15,14,43,195,0,
OG5_129887,73,0,47,7,27,48,210,0,
OG5_128185,154,0,70,35,41,64,409,0,
OG5_128714,39,507,17,3,9,32,74,102,
OG5_127960,80,0,45,16,44,41,213,2,
OG5_126692,113,871,76,28,48,102,356,0,
OG5_126568,335,1575,190,146,109,126,1176,447,
OG5_133621,162,20,532,114,162,269,1683,1,
OG5_137383,107,38,26,7,3,50,104,0,
OG5_126757,110,491,66,23,103,44,402,36,
OG5_129211,108,209,26,19,41,28,190,25,
OG5_128812,72,126,33,12,30,51,182,2,
OG5_128003,100,0,64,25,35,61,239,13,
OG5_149843,117,0,8,3,20,14,11,0,
OG5_130344,93,0,148,10,45,9,266,0,
OG5_127475,298,19,61,44,73,84,609,0,
OG5_132955,9,72,49,0,0,32,205,3,
OG5_129107,64,0,30,8,29,38,147,0,
OG5_131852,87,0,49,13,22,139,313,0,
OG5_127744,94,10,46,25,36,62,228,0,
OG5_132836,101,0,42,29,25,28,203,0,
OG5_127750,425,1,65,8,241,30,146,1,
OG5_130332,153,11,372,20,43,173,685,0,
OG5_133647,30,0,32,4,15,18,132,0,
OG5_171295,3,0,3,0,0,1,263,0,
OG5_127218,116,553,48,14,26,25,202,1,
OG5_128560,68,0,31,13,29,44,144,0,
OG5_128169,101,2,57,26,45,54,297,0,
OG5_126961,67,265,33,19,62,178,306,39,
OG5_128448,83,0,64,19,45,43,197,0,
OG5_141486,144,21,207,15,7,69,593,0,
OG5_141204,584,1,89,63,31,29,1208,1,
OG5_129130,63,0,37,5,23,28,134,0,
OG5_146827,818,10,342,209,58,158,2004,9,
OG5_127411,116,0,57,20,52,63,249,88,
OG5_127714,978,6,182,159,108,105,1231,1,
OG5_127606,109,23,58,33,55,76,337,3,
OG5_127321,668,3,139,57,101,104,1413,21,
OG5_132094,266,62,189,7,21,34,171,3,
OG5_155753,132,13,143,17,15,96,406,0,
OG5_127063,383,0,82,59,60,69,516,0,
OG5_130216,175,0,86,16,31,54,601,0,
OG5_127224,89,135,63,17,54,89,328,12,
OG5_126735,103,0,115,34,109,90,354,0,
OG5_149833,366,35,281,40,26,289,1063,1,
OG5_132678,70,0,58,4,22,3,87,0,
OG5_135251,65,0,58,16,5,24,388,0,
OG5_134546,6,0,15,1,9,12,85,0,
OG5_142997,103,2,41,26,16,31,215,0,
OG5_128697,80,0,42,31,23,41,169,0,
OG5_128360,81,0,47,14,31,47,201,0,
OG5_126742,166,108,142,48,105,129,513,37,
OG5_127011,99,507,51,18,40,63,284,85,
OG5_129489,106,0,18,5,20,6,93,0,
OG5_184831,128,0,6,0,0,1,65,0,
OG5_129430,34,310,6,3,20,59,25,35,
OG5_127935,99,0,62,22,42,53,239,0,
OG5_127827,68,0,514,27,38,20,703,0,
OG5_138825,42,132,32,11,15,4,78,10,
OG5_128888,63,0,37,11,21,51,170,0,
OG5_136415,108,5,158,18,30,29,308,1,
OG5_128497,564,13,162,24,196,158,388,1,
OG5_142052,87,0,52,14,20,15,260,0,
OG5_127096,115,0,80,40,58,62,311,110,
OG5_131358,103,0,51,15,18,41,140,0,
OG5_128167,117,9,126,21,53,132,449,0,
OG5_130090,290,2,25,12,9,7,152,1,
OG5_126631,409,65,124,124,156,233,1293,96,
OG5_127952,79,0,50,13,27,47,259,44,
OG5_127845,129,0,27,26,59,16,102,0,
OG5_132145,18,102,3,4,2,5,17,0,
OG5_133110,11,445,4,1,0,4,32,0,
OG5_127047,156,0,181,51,66,131,672,0,
OG5_131945,69,0,50,6,13,35,89,0,
OG5_127046,158,0,66,28,51,105,652,94,
OG5_131234,211,0,72,4,139,39,193,0,
OG5_127089,182,0,69,43,60,109,677,93,
OG5_127539,137,0,73,25,52,108,434,0,
OG5_135305,241,2,112,65,34,108,294,0,
OG5_129377,146,0,54,15,40,9,186,0,
OG5_127117,119,283,133,30,46,96,420,5,
OG5_131346,176,0,107,12,37,82,351,0,
OG5_128044,234,0,40,24,39,40,200,0,
OG5_132349,66,0,43,10,33,35,86,0,
OG5_181514,18,155,22,21,4,9,76,1,
OG5_146453,90,0,185,17,5,75,444,0,
OG5_128058,84,0,48,14,37,57,189,0,
OG5_128007,97,0,51,13,42,76,259,0,
OG5_132778,4,0,26,11,7,16,109,0,
OG5_156261,60,447,60,78,16,6,315,0,
OG5_128883,75,0,46,20,30,34,101,0,
OG5_126872,229,0,81,59,71,128,1019,49,
OG5_140087,65,1,20,14,36,5,54,1,
OG5_129131,72,0,41,5,32,46,190,0,
OG5_126795,222,0,94,57,127,126,828,0,
OG5_129225,867,11,277,121,162,176,2074,5,
OG5_127020,110,495,66,25,40,64,398,71,
OG5_137293,13,0,3,4,26,0,58,0,
OG5_129223,65,0,27,9,37,69,183,0,
OG5_128335,76,0,49,14,28,44,209,0,
OG5_133638,24,0,1,0,8,3,8,0,
OG5_127787,100,2,59,13,32,58,147,0,
OG5_132329,15,0,59,13,19,34,191,0,
OG5_126721,160,752,88,24,56,127,619,0,
OG5_135418,65,191,38,0,13,3,97,0,
OG5_127971,251,0,177,37,92,58,1102,0,
OG5_128213,64,90,35,6,22,45,150,1,
OG5_126920,71,482,52,16,38,58,221,95,
OG5_128590,99,509,17,15,21,89,434,81,
OG5_131560,53,0,12,3,12,9,29,0,
OG5_127070,245,0,79,41,75,89,392,0,
OG5_128319,121,0,67,25,28,53,321,0,
OG5_127378,94,0,60,23,31,53,274,0,
OG5_127443,83,0,38,23,31,54,229,88,
OG5_133806,20,1,68,5,3,21,291,1,
OG5_126712,310,10,190,90,125,126,1274,0,
OG5_132173,299,0,62,25,34,27,425,5,
OG5_127730,107,0,64,29,55,70,309,0,
OG5_128040,76,10,46,19,38,55,224,1,
OG5_126601,410,193,176,122,178,201,893,29,
OG5_132679,382,4,84,21,286,34,204,0,
OG5_129535,69,0,37,3,23,50,119,0,
OG5_133236,185,0,90,17,35,10,281,0,
OG5_128433,67,0,23,12,37,35,96,0,
OG5_131769,40,20,8,7,42,7,26,1,
OG5_131048,37,394,56,11,1,2,320,147,
OG5_126843,185,2,176,51,115,130,830,0,
OG5_128635,81,0,44,9,100,62,175,0,
OG5_127665,123,2,72,26,45,75,345,0,
OG5_140567,44,1,10,15,1,29,18,11,
OG5_130292,120,0,61,15,16,53,227,0,
OG5_132899,121,0,44,14,5,6,195,0,
OG5_130769,81,148,25,24,13,7,286,6,
OG5_130132,50,0,26,8,17,38,130,0,
OG5_132685,42,0,57,15,17,27,162,0,
OG5_133880,31,0,44,13,23,29,266,0,
OG5_128927,131,0,61,19,35,71,275,0,
OG5_150140,164,15,141,13,28,23,389,0,
OG5_129650,117,0,43,15,24,38,158,0,
OG5_128278,118,8,61,16,39,55,274,0,
OG5_127037,111,183,90,26,47,90,472,13,
OG5_144186,10,0,2,3,4,0,25,0,
OG5_130626,66,0,46,17,11,40,208,0,
OG5_131439,180,47,138,13,88,55,235,5,
OG5_132233,126,0,36,11,22,10,348,0,
OG5_127179,94,391,69,25,36,87,300,0,
OG5_126871,107,62,63,26,50,66,296,63,
OG5_128413,55,0,33,4,33,59,308,0,
OG5_130185,72,0,35,6,26,31,151,0,
OG5_127221,1322,5,395,124,277,469,2915,67,
OG5_128878,73,1,50,24,25,49,199,0,
OG5_129984,111,18,79,20,46,58,242,2,
OG5_129512,81,158,50,21,26,49,113,47,
OG5_177080,39,170,7,3,1,0,23,1,
OG5_130608,102,2,45,8,35,62,148,0,
OG5_129108,540,7,207,78,72,123,840,0,
OG5_127391,119,0,53,19,42,56,293,0,
OG5_127612,117,0,65,18,35,56,282,0,
OG5_140392,3,0,0,11,0,1,10,0,
OG5_126609,176,1322,73,28,185,212,399,170,
OG5_144479,13,261,5,4,3,2,90,25,
OG5_131102,80,91,19,36,20,19,114,51,
OG5_127265,124,100,46,33,67,63,263,2,
OG5_128770,84,0,37,17,29,67,237,0,
OG5_126696,830,0,228,110,112,215,1581,6,
OG5_128745,63,1,72,31,45,54,299,3,
OG5_130669,18,7,55,32,34,28,332,1,
OG5_130543,89,0,50,18,11,25,255,0,
OG5_129742,118,0,30,10,27,21,122,0,
OG5_137912,40,0,11,0,2,11,19,0,
OG5_127207,188,1,78,54,34,55,374,0,
OG5_127578,96,0,40,16,33,44,212,0,
OG5_139549,382,8,118,20,35,37,522,0,
OG5_130750,47,0,32,11,8,35,119,0,
OG5_129970,12,0,72,55,21,20,554,0,
OG5_127483,124,4,59,32,55,68,346,101,
OG5_144863,294,5,47,9,33,25,185,0,
OG5_136468,10,63,1,2,7,1,3,39,
OG5_129560,162,0,68,35,31,62,401,0,
OG5_127538,126,156,45,23,43,59,238,23,
OG5_126943,187,0,53,29,84,10,351,0,
OG5_128651,70,0,43,17,27,51,169,0,
OG5_127008,165,0,82,36,52,111,748,86,
OG5_136656,77,0,17,5,6,4,139,0,
OG5_127423,53,488,47,9,23,91,305,0,
OG5_127144,104,2,86,27,54,75,393,0,
OG5_133683,79,0,26,6,5,10,103,0,
OG5_128838,104,0,42,12,33,49,256,0,
OG5_181461,1,1,0,0,0,0,0,0,
OG5_126995,1677,0,109,88,121,130,623,2,
OG5_160676,87,18,36,8,0,5,151,1,
OG5_126711,109,228,105,46,55,130,566,1,
OG5_127124,1086,8,115,30,125,39,298,0,
OG5_126948,405,0,135,37,61,103,659,0,
OG5_126758,89,586,94,35,66,168,511,25,
OG5_127913,27,536,33,9,15,35,198,0,
OG5_126865,106,782,91,21,38,69,896,0,
OG5_127579,89,376,42,16,39,113,222,5,
OG5_133510,9,142,2,4,7,5,8,33,
OG5_131076,54,0,37,6,16,40,109,0,
OG5_128741,115,0,42,12,35,57,241,0,
OG5_129816,41,2,36,17,19,30,219,1,
OG5_159011,2,88,0,0,0,0,3,0,
OG5_132673,61,0,7,3,9,23,54,0,
OG5_130428,54,0,29,12,11,3,93,0,
OG5_144653,501,4,288,106,30,132,1376,0,
OG5_132555,111,0,23,18,21,14,151,0,
OG5_139428,24,0,17,0,3,21,48,0,
OG5_127328,68,125,47,25,29,52,226,85,
OG5_146107,8,0,4,7,1,1,13,0,
OG5_133814,3,0,22,17,4,16,109,0,
OG5_127319,88,0,47,33,43,56,231,0,
OG5_127441,95,142,46,17,36,72,321,0,
OG5_128766,281,0,95,36,28,20,382,0,
OG5_128929,330,1,80,38,27,26,479,0,
OG5_139121,37,0,10,4,4,11,19,0,
OG5_142951,1,0,0,4,2,1,6,0,
OG5_130557,95,0,121,22,36,95,596,0,
OG5_128090,102,0,53,16,31,58,224,0,
OG5_132710,232,3,77,78,15,6,341,7,
OG5_130317,12,288,36,4,11,70,52,16,
OG5_131771,46,9,23,2,7,53,152,0,
OG5_130761,70,0,40,11,20,7,89,0,
OG5_127141,173,0,93,52,42,99,618,10,
OG5_127895,100,19,80,9,37,86,199,0,
OG5_127074,122,337,78,27,44,137,506,52,
OG5_130237,151,0,108,11,15,89,441,0,
OG5_132029,77,171,14,10,15,1,85,27,
OG5_134508,4,108,5,6,1,0,69,34,
OG5_127842,111,21,47,24,29,58,285,4,
OG5_130723,97,0,48,19,24,35,326,0,
OG5_130159,44,0,39,10,22,43,176,0,
OG5_128354,103,0,47,18,24,46,238,0,
OG5_126756,89,306,70,27,78,103,340,55,
