,am,ba,ee,ex,op,pl,sr,za,
OG5_127737,Am_tu_Aspl,,EE_cr_Gpac,Ex_eu_Ndes,Op_me_Cgig,Pl_gr_Ntab,Sr_rh_Tr07,,
OG5_126558,Am_ar_Relo,,EE_cr_Gthe,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Mpol,Sr_ci_Ptet,,
OG5_128905,Am_ar_Mbal,Ba_ca_Cbaf,EE_cr_Gthe,Ex_eu_Egra,,Pl_gr_Ntab,Sr_di_Dbal,Za_as_Thob,
OG5_127331,Am_tu_Qspl,,EE_ce_Chsp,Ex_he_Ngru,Op_me_Dpul,Pl_gr_Ntab,Sr_di_Lfis,,
OG5_127779,Am_my_Ppol,,EE_cr_Crsp,Ex_he_Pkir,Op_me_Hcal,Pl_gr_Hann,Sr_ci_Casp,Za_th_Nsal,
OG5_131527,Am_di_Acas,Ba_ac_Srap,EE_ap_Ttra,Ex_eu_Bsal,Op_fu_Mmel,Pl_gr_Hann,Sr_ci_Slem,,
OG5_128025,Am_ar_Rlib,,EE_ce_Rhet,Ex_eu_Scul,Op_fu_Amac,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_131029,Am_ar_Mbal,,EE_cr_Crsp,Ex_ja_Rame,Op_me_Ocar,Pl_gr_Gbil,Sr_rh_Pmar,,
OG5_127123,Am_di_Cmin,,EE_ce_Rhet,Ex_pa_Tfoe,Op_me_Ppil,Pl_gr_Hann,Sr_ci_Ptet,,
OG5_134442,Am_di_Ppem,Ba_aq_Pesp,EE_cr_Gthe,Ex_he_Pcos,Op_me_Ctel,Pl_gr_Mspa,Sr_ci_Sb01,,
OG5_127875,Am_my_Asub,,EE_cr_Crsp,Ex_he_Ngru,Op_me_Ppil,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_137718,Am_ar_Mabd,,EE_is_Drot,Ex_eu_Lpyr,Op_ch_Mova,Pl_gl_Glwi,Sr_di_Ccoh,,
OG5_127287,Am_ar_Mabd,,EE_cr_Gthe,Ex_he_Ngru,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_129276,Am_ar_Mbal,,EE_ce_Chsp,Ex_eu_Scul,Op_fu_Aloc,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_132774,Am_ar_Mbal,Ba_cy_Ossp,EE_ap_Ttra,Ex_he_Smar,Op_me_Ppil,Pl_gl_Glwi,Sr_ci_Spol,,
OG5_130315,Am_ar_Mabd,,EE_br_Pbif,Ex_pa_Tfoe,Op_fu_Amac,Pl_gl_Cpad,Sr_ci_Ptet,,
OG5_131086,Am_is_Vant,,EE_cr_Crsp,Ex_he_Pcos,Op_ch_Mova,Pl_gr_Egui,Sr_st_Ainv,,
OG5_134361,Am_ar_Mabd,,EE_cr_Rlen,Ex_ja_Agod,Op_ic_Cowc,Pl_rh_Hpul,Sr_ci_Ptet,,
OG5_130099,Am_tu_Amsp,Ba_cy_Cbur,EE_ap_Mpla,Ex_ja_Sinc,Op_ch_Mova,Pl_gl_Gwit,Sr_ci_Cl02,Za_as_Loka,
OG5_127312,Am_ar_Relo,Ba_aq_Ttak,EE_ap_Nlon,Ex_ox_Mono,Op_fu_Pspa,Pl_gr_Hann,Sr_st_Imar,Za_as_Loki,
OG5_129442,Am_tu_Aspl,,EE_ce_Acsp,Ex_eu_Scul,Op_me_Ppil,Pl_gr_Corb,Sr_ci_Ptet,,
OG5_127593,Am_di_Paes,,EE_cr_Hand,Ex_ma_Mjak,Op_fu_Amac,Pl_gr_Ntab,Sr_ci_Tfus,Za_eh_Hcar,
OG5_136954,Am_my_Crec,,EE_ap_Asig,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Cl01,,
OG5_127380,Am_di_Gfon,Ba_pd_Samy,EE_is_Tmar,Ex_ja_Agod,Op_ch_Mova,Pl_gr_Ntab,Sr_st_Selo,Za_cr_Pfum,
OG5_139576,Am_tu_Disp,,EE_cr_Gpac,Ex_eu_Ndes,Op_me_Ppil,Pl_gr_Egui,Sr_di_Pspp,,
OG5_126800,Am_tu_Aspl,Ba_cy_Alax,EE_ce_Chsp,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Dlpl,,
OG5_128416,Am_tu_Cpro,Ba_ch_Hlla,EE_ap_Ttra,Ex_eu_Bsal,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_130766,Am_tu_Qspl,,EE_ha_Cpol,Ex_eu_Egra,Op_me_Skow,Pl_gr_Egui,Sr_ci_Hgpl,,
OG5_128791,Am_my_Asub,,EE_ce_Chsp,Ex_pa_Tfoe,Op_fu_Amac,Pl_gr_Egui,Sr_rh_Rfil,,
OG5_127354,Am_tu_Apro,,EE_is_Drot,Ex_pa_Tfoe,Op_fu_Amac,Pl_gr_Atri,Sr_ci_Ptet,,
OG5_129160,Am_di_Ppem,,EE_ce_Reri,Ex_eu_Egym,Op_fu_Gpro,Pl_gr_Ntab,Sr_di_Cfus,,
OG5_128030,Am_di_Gfon,Ba_cy_Shof,EE_is_Drot,Ex_eu_Bsal,Op_me_Cgig,Pl_gr_Npyr,Sr_ci_Ptet,,
OG5_131586,Am_ar_Mabd,,EE_br_Pbif,,Op_fu_Rirr,Pl_gl_Glwi,Sr_rh_Mmac,,
OG5_126668,Am_tu_Aspl,Ba_cy_Tcam,EE_ce_Chsp,Ex_eu_Lpyr,Op_fu_Rdel,Pl_gr_Ntab,Sr_di_Pgla,Za_al_Alti,
OG5_144901,Am_is_Vant,,EE_cr_Gthe,Ex_he_Pkir,,Pl_gr_Ntab,Sr_rh_Spsu,,
OG5_135604,Am_my_Ppol,Ba_ca_Cbaa,EE_ce_Acsp,Ex_ja_Agod,Op_me_Cgig,,Sr_rh_Eupl,,
OG5_132716,Am_di_Ppem,,EE_ce_Acsp,Ex_ox_Mono,Op_ch_Mova,Pl_rh_Rhod,Sr_rh_Arpl,,
OG5_126749,Am_my_Asub,,EE_ce_Chsp,Ex_eu_Lpyr,Op_me_Cgig,Pl_gr_Npyr,Sr_ci_Imul,,
OG5_127513,Am_ar_Mbal,,EE_ap_Nlon,Ex_eu_Scul,Op_fu_Rirr,Pl_gr_Atri,Sr_st_Ainv,Za_al_Alti,
OG5_128409,Am_ar_Mbal,,EE_cr_Crsp,Ex_ma_Goke,Op_me_Cgig,Pl_gr_Ppaa,Sr_ci_Cl01,,
OG5_130133,Am_tu_Hy01,Ba_cy_Nosp,EE_ap_Ttra,Ex_eu_Lpyr,Op_fu_Amac,Pl_gr_Mver,Sr_ci_Bjap,Za_cr_Ahos,
OG5_128921,Am_di_Ppem,,EE_ap_Nlon,Ex_he_Ngru,Op_me_Cgig,Pl_rh_Ccoe,Sr_ci_Ptet,,
OG5_129230,Am_my_Sirr,,EE_br_Pbif,Ex_eu_Scul,Op_fu_Rirr,Pl_gr_Atri,Sr_ci_Efoc,,
OG5_128257,Am_tu_Aspl,,EE_ce_Chsp,Ex_he_Ngru,Op_fu_Amac,Pl_gr_Egui,Sr_rh_Aa01,,
OG5_126624,Am_tu_Apro,Ba_ca_Cbaf,EE_ap_Ttra,Ex_eu_Lpyr,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,Za_cr_Dmuc,
OG5_129642,Am_ar_Mbal,,EE_cr_Rlen,Ex_ma_Mjak,Op_ch_Mova,Pl_gr_Tstr,Sr_st_Nspa,,
OG5_126846,Am_is_Vant,,EE_ce_Chsp,Ex_pa_Tfoe,Op_fu_Rdel,Pl_gr_Ntab,Sr_ci_Ptet,Za_eh_Nban,
OG5_128646,Am_tu_Sesp,,EE_cr_Crsp,Ex_ja_Jlib,Op_me_Ppil,Pl_gr_Ntab,Sr_ci_Mpul,,
OG5_135051,Am_di_Ppem,,EE_ce_Acsp,Ex_eu_Dpap,Op_me_Cfol,Pl_gr_Mver,Sr_di_Hsps,,
OG5_128496,Am_di_Ppem,Ba_pg_Ecsp,EE_ce_Rhet,Ex_eu_Ndes,Op_me_Hrob,Pl_gr_Ntab,Sr_di_Smic,,
OG5_126659,Am_tu_Aspl,Ba_aq_Hysp,EE_ce_Chsp,Ex_eu_Lpyr,Op_fu_Lcor,Pl_gr_Ntab,Sr_ci_Tfus,Za_ba_Crea,
OG5_130134,Am_is_Faeg,,EE_cr_Gthe,Ex_he_Ngru,Op_fu_Rirr,Pl_gr_Csti,Sr_ci_Tfus,,
OG5_130653,Am_is_Stub,Ba_pd_Sgot,EE_br_Pbif,Ex_he_Pkir,Op_me_Hrob,Pl_gr_Csti,Sr_rh_Sspa,Za_eb_Mrum,
OG5_126677,Am_tu_Apro,Ba_ac_Kset,EE_ap_Ttra,Ex_eu_Scul,Op_ch_Mova,Pl_gr_Ntab,Sr_di_Gspi,Za_ba_Crea,
OG5_127367,Am_di_Sreg,,EE_ap_Ttra,Ex_fo_Ssal,Op_fu_Amac,Pl_gl_Gwit,Sr_rh_Rfil,Za_as_Loki,
OG5_128283,Am_di_Ppem,Ba_ac_Sery,EE_cr_Crsp,Ex_ox_Mono,Op_me_Cfol,Pl_gr_Cjap,Sr_st_Mspa,,
OG5_168267,Am_ar_Relo,Ba_te_Cphy,EE_cr_Crsp,Ex_pa_Tfoe,Op_fu_Rirr,Pl_gl_Glwi,Sr_ci_Dlpl,,
OG5_127447,Am_di_Gfon,Ba_sp_Bpil,EE_cr_Rlen,Ex_eu_Lpyr,Op_fu_Rirr,Pl_gr_Ntab,Sr_ci_Tfus,Za_al_Alti,
OG5_127586,Am_ar_Mbal,,EE_br_Pbif,Ex_pa_Tfoe,Op_me_Ppil,Pl_gr_Ntab,Sr_pe_Perk,,
OG5_127163,Am_ar_Relo,,EE_cr_Cpar,Ex_ja_Jlib,Op_me_Hrob,Pl_gr_Ntab,Sr_di_Lfis,,
OG5_131305,Am_ar_Meil,,EE_cr_Gpac,Ex_fo_Ssal,Op_me_Ppil,Pl_gr_Corb,Sr_st_Cmar,,
OG5_131908,Am_ar_Meil,,EE_cr_Hand,Ex_eu_Lpyr,Op_me_Ctel,Pl_gr_Npyr,Sr_ci_Pmac,,
OG5_129156,Am_di_Ppem,Ba_cy_Mtes,EE_ap_Ftro,Ex_pa_Tfoe,Op_fu_Lcor,Pl_gr_Egui,Sr_ci_Kn02,Za_as_Thob,
OG5_143141,Am_ar_Mbal,,EE_ha_Cpol,Ex_eu_Lpyr,Op_me_Hech,Pl_gr_Mant,Sr_di_Bnut,,
OG5_137084,Am_ar_Mbal,,EE_ce_Chsp,Ex_he_Pkir,Op_me_Cgig,Pl_rh_Phai,Sr_st_Aspb,,
OG5_132855,Am_ar_Relo,,EE_is_Drot,Ex_ja_Sinc,Op_me_Dpul,Pl_rh_Rhod,Sr_ci_Lpic,,
OG5_126780,Am_ar_Relo,Ba_cy_Chsp,EE_cr_Gpac,Ex_pa_Tfoe,Op_fu_Rdel,Pl_gr_Hann,Sr_ci_Ptet,,
OG5_129891,Am_ar_Meil,,EE_ce_Chsp,Ex_ox_Mono,Op_fu_Amac,Pl_rh_Rhod,Sr_ci_Ptuz,,
OG5_139267,Am_ar_Mbal,Ba_pa_Nros,EE_ha_Ppar,Ex_pa_Tfoe,Op_ic_Sarc,Pl_gl_Cglo,Sr_st_Csub,,
OG5_129805,Am_di_Acas,,EE_cr_Crsp,Ex_he_Ngru,Op_fu_Dpri,Pl_rh_Gten,Sr_ch_Vbra,,
OG5_130568,Am_ar_Mabd,,EE_ha_Cpol,Ex_pa_Tfoe,Op_me_Cgig,Pl_gl_Glwi,Sr_ci_Pmac,,
OG5_127146,Am_ar_Mbal,,EE_cr_Hand,Ex_eu_Scul,Op_me_Hrob,Pl_gr_Egui,Sr_ci_Dlpl,,
OG5_128793,Am_ar_Mabd,,EE_ap_Ttra,Ex_eu_Egra,Op_fu_Amac,Pl_gr_Atri,Sr_di_Aspi,,
OG5_132403,Am_va_Clsp,Ba_cy_Acir,EE_cr_Gpac,Ex_ma_Goke,Op_me_Cgig,Pl_gl_Cglo,Sr_di_Smic,,
OG5_145769,Am_ar_Mabd,,EE_ce_Reri,Ex_eu_Bsal,Op_me_Tkit,Pl_gr_Atri,Sr_ci_Pmac,,
OG5_127703,Am_di_Naes,,EE_cr_Crsp,Ex_eu_Lpyr,Op_fu_Rirr,Pl_gr_Hann,Sr_ci_Ptet,Za_as_Loki,
OG5_131018,Am_di_Lara,Ba_cy_Cfri,EE_cr_Gpac,Ex_ma_Mjak,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Lpic,,
OG5_133678,Am_is_Faeg,,EE_ha_Crho,Ex_he_Ngru,Op_ch_Mova,Pl_gr_Pspg,Sr_di_Cfus,,
OG5_131016,Am_di_Gfon,,EE_cr_Gspb,Ex_ja_Agod,Op_me_Cgig,Pl_gr_Hann,Sr_rh_Lamo,,
OG5_132308,Am_di_Acas,Ba_pa_Swit,EE_cr_Hand,Ex_eu_Lpyr,Op_fu_Rmic,Pl_rh_Rmac,Sr_di_Plim,,
OG5_129318,Am_di_Gfon,,EE_ap_Asig,Ex_ox_Mono,Op_fu_Rdel,Pl_gr_Egui,Sr_ci_Spol,,
OG5_137617,Am_di_Acas,,EE_ap_Rram,Ex_he_Ngru,Op_me_Avir,,Sr_ci_Ptet,,
OG5_127130,Am_tu_Aspl,,EE_ce_Chsp,Ex_eu_Lpyr,Op_fu_Rdel,Pl_gr_Ntab,Sr_di_Gspi,,
OG5_131757,Am_ar_Meil,Ba_ac_Kset,EE_is_Drot,Ex_he_Ngru,Op_fu_Gpro,Pl_gl_Cpad,Sr_ci_Tfus,Za_em_Mlab,
OG5_126971,Am_tu_Cpro,Ba_ch_Pbre,EE_ce_Chsp,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,Za_as_Heib,
OG5_130153,Am_ar_Meil,,EE_ap_Ttra,Ex_he_Ngru,Op_fu_Amac,Pl_gr_Ntab,Sr_st_Imar,,
OG5_130123,Am_di_Plev,,EE_cr_Rlen,Ex_ma_Goke,Op_ch_Mova,Pl_gl_Glwi,Sr_st_Spar,,
OG5_127878,Am_tu_Aspl,,EE_cr_Ccur,Ex_eu_Lpyr,Op_fu_Rirr,Pl_gr_Ntab,Sr_rh_Aspl,,
OG5_129638,Am_ar_Mbal,Ba_ac_Pequ,EE_cr_Gthe,Ex_ox_Mono,Op_me_Ppil,Pl_gr_Ntab,Sr_di_Pspp,Za_cr_Sisl,
OG5_130783,Am_di_Paes,,EE_br_Pbif,Ex_he_Pkir,Op_me_Cgig,,Sr_rh_Rfil,,
OG5_126724,Am_di_Acas,Ba_cy_Smaj,EE_is_Drot,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Br01,Za_as_Loka,
OG5_130265,Am_ar_Meil,,EE_ap_Ttra,Ex_eu_Scul,Op_me_Cgig,Pl_gr_Mpol,Sr_ci_Ptet,,
OG5_127412,Am_ar_Mbal,Ba_pa_Lalb,EE_br_Bant,Ex_eu_Scul,Op_me_Ppil,Pl_gr_Ntab,Sr_pe_Perk,Za_eh_Nocc,
OG5_126877,Am_tu_Lspl,,EE_cr_Ccur,Ex_pa_Tfoe,Op_fu_Rirr,Pl_gr_Ntab,Sr_ci_Tfus,,
OG5_129894,Am_ar_Meil,,EE_ce_Rhet,Ex_pa_Tfoe,Op_ic_Cowc,Pl_gr_Atri,Sr_ci_Ptet,Za_as_Loki,
OG5_133058,Am_ar_Mbal,Ba_pd_Samy,EE_ce_Acsp,Ex_ma_Mjak,Op_fu_Amac,Pl_gr_Hann,Sr_ci_Gl05,,
OG5_127616,Am_di_Acas,Ba_aq_Pesp,EE_is_Hkuk,Ex_pa_Tfoe,Op_fu_Rdel,Pl_gr_Ntab,Sr_rh_Rfil,Za_as_Loki,
OG5_128181,Am_di_Vrob,,EE_ap_Ttra,Ex_ja_Rame,Op_ch_Mova,Pl_gr_Atri,Sr_st_Aast,,
OG5_141485,Am_ar_Mabd,,EE_cr_Gspa,Ex_pa_Tfoe,Op_fu_Pspa,Pl_gr_Pgin,Sr_rh_Napl,,
OG5_131447,Am_ar_Mabd,,EE_ha_Unid,Ex_eu_Egym,Op_me_Cgig,Pl_gl_Glwi,Sr_di_Lfis,,
OG5_139974,Am_di_Gfon,,EE_cr_Gspb,Ex_he_Slip,Op_fu_Amac,,Sr_st_Fcyl,,
OG5_135135,Am_is_Pmon,Ba_ch_Hlla,EE_ce_Acsp,Ex_eu_Bsal,Op_me_Cgig,Pl_gr_Egui,Sr_di_Pspp,Za_em_Mpal,
OG5_130148,Am_my_Asub,,EE_ap_Ttra,,Op_me_Cgig,,Sr_rh_Eupl,,
OG5_126820,Am_tu_Aspl,Ba_cy_Mlam,EE_ce_Chsp,Ex_eu_Lpyr,Op_me_Lcha,Pl_gr_Hann,Sr_di_Gcat,Za_as_Loki,
OG5_133356,Am_is_Vant,Ba_ba_Ftaf,EE_ce_Acsp,Ex_eu_Egym,Op_me_Cgig,Pl_gr_Hann,Sr_ci_Ptet,,
OG5_137115,Am_ar_Mbal,,EE_ap_Rram,Ex_ja_Rame,Op_me_Ocar,Pl_gl_Glwi,Sr_ci_Rm09,,
OG5_146790,Am_tu_Dbry,,EE_ce_Rhet,Ex_eu_Ndes,Op_ch_Mova,Pl_gl_Gwit,Sr_rh_Emar,,
OG5_131651,Am_di_Acas,Ba_pd_Arsp,EE_ce_Reri,Ex_he_Ngru,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,Za_cr_Ahos,
OG5_127017,Am_di_Cmin,Ba_cy_Ccht,EE_ce_Chsp,Ex_he_Ngru,Op_me_Hrob,Pl_gr_Ntab,Sr_di_Cfus,,
OG5_127392,Am_di_Acas,,EE_ap_Ttra,Ex_ja_Jbah,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,,
OG5_130775,Am_my_Crec,,EE_ce_Acsp,Ex_eu_Bsal,Op_ch_Mova,Pl_gr_Atri,Sr_rh_Rfil,,
OG5_126760,Am_tu_Aspl,Ba_ac_Cwoe,EE_ce_Acsp,Ex_eu_Scul,Op_fu_Rdel,Pl_gr_Hann,Sr_di_Lfis,Za_al_Alti,
OG5_126956,Am_ar_Mbal,Ba_ac_Mpar,EE_cr_Crsp,Ex_eu_Lpyr,Op_fu_Amac,Pl_gr_Ntab,Sr_pe_Perk,Za_as_Loki,
OG5_126783,Am_di_Naes,Ba_cy_Nosp,EE_br_Bant,Ex_eu_Ndes,Op_me_Ppil,Pl_gr_Ntab,Sr_pe_Perk,Za_eh_Ngre,
OG5_126620,Am_ar_Mbal,Ba_ni_Nnit,EE_cr_Gthe,Ex_eu_Scul,Op_fu_Amac,Pl_gr_Ntab,Sr_st_Aast,Za_eh_Nocc,
OG5_129274,Am_is_Vant,,EE_ap_Ttra,Ex_eu_Bsal,Op_me_Ppil,Pl_gr_Atri,Sr_ch_Vbra,,
OG5_137752,Am_is_Vant,,EE_ce_Acsp,,Op_fu_Trub,,Sr_ap_Eace,,
OG5_128242,Am_ar_Meil,,EE_cr_Crsp,Ex_eu_Bsal,Op_fu_Amac,Pl_gr_Tstr,Sr_ci_Ptet,,
OG5_128550,Am_ar_Mabd,,EE_ap_Rram,Ex_fo_Ssal,Op_me_Hrob,,Sr_ci_Cpol,,
OG5_126773,Am_ar_Meil,Ba_cy_Csid,EE_cr_Gthe,Ex_pa_Tfoe,Op_ch_Mova,Pl_gr_Ntab,Sr_st_Esil,Za_as_Loki,
OG5_127424,Am_tu_Apro,,EE_cr_Gpac,Ex_ox_Mono,Op_fu_Lcor,Pl_gr_Ntab,Sr_ci_Tfus,Za_as_Heib,
OG5_128185,Am_ar_Meil,,EE_ap_Mpla,Ex_pa_Tfoe,Op_me_Ppil,Pl_gr_Ntab,Sr_ci_Dlpl,,
OG5_126568,Am_my_Asub,Ba_ch_Abac,EE_ap_Ttra,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_ci_Ptet,Za_eh_Ninn,
OG5_137383,Am_ar_Meil,Ba_pl_Rhsp,EE_cr_Gpac,Ex_ma_Goke,Op_ic_Sarc,Pl_gr_Ntab,Sr_st_Cmar,,
OG5_127750,Am_my_Sirr,Ba_ad_Cthe,EE_cr_Crsp,Ex_he_Ngru,Op_me_Cgig,Pl_gr_Ntab,Sr_rh_Mmac,Za_cr_Tten,
OG5_130332,Am_di_Paes,Ba_cv_Gcol,EE_cr_Crsp,Ex_eu_Lpyr,Op_me_Dpul,Pl_rh_Rmac,Sr_st_Wlun,,
OG5_171295,Am_ar_Mabd,,EE_cr_Hand,,,Pl_gr_Pobo,Sr_di_Plim,,
OG5_128169,Am_th_Tqua,Ba_ba_Ftaf,EE_cr_Crsp,Ex_he_Ngru,Op_me_Ppil,Pl_gr_Ntab,Sr_pe_Perk,,
OG5_146827,Am_di_Ppem,Ba_ac_Amis,EE_cr_Crsp,Ex_ox_Mono,Op_me_Ppil,Pl_rh_Rmac,Sr_rh_Eupl,Za_cr_Asac,
OG5_127411,Am_my_Ppol,,EE_ce_Acsp,Ex_eu_Scul,Op_me_Ppil,Pl_gr_Cjap,Sr_ci_Ucit,Za_eh_Htyr,
OG5_127714,Am_di_Ppem,Ba_ba_Ohon,EE_ce_Acsp,Ex_he_Smar,Op_fu_Pspa,Pl_gr_Ntab,Sr_rh_Arpl,Za_eb_Mrum,
OG5_127606,Am_di_Ppem,Ba_cy_Hhon,EE_cr_Ccur,Ex_eu_Scul,Op_fu_Rirr,Pl_gr_Cjap,Sr_st_Pult,Za_as_Heib,
OG5_127063,Am_tu_Apro,,EE_br_Pbif,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_rh_Eupl,,
OG5_127224,Am_ar_Mbal,Ba_ba_Fbac,EE_ce_Chsp,Ex_pa_Tfoe,Op_me_Cgig,Pl_gr_Ntab,Sr_st_Ptri,Za_as_Heib,
OG5_149833,Am_di_Ppem,Ba_ac_Mpar,EE_ha_Cpol,Ex_eu_Egra,Op_fu_Amac,Pl_rh_Rmac,Sr_st_Cspc,Za_eh_Haci,
OG5_134546,Am_ar_Mabd,,EE_ap_Ttra,Ex_ja_Agod,Op_me_Cgig,Pl_gl_Glwi,Sr_di_Cfus,,
OG5_126742,Am_ar_Relo,Ba_ac_Nfar,EE_ha_Ppar,Ex_pa_Tfoe,Op_me_Tspi,Pl_gr_Atri,Sr_ci_Ptet,Za_as_Loki,
OG5_127011,Am_ar_Meil,Ba_ac_Nmul,EE_ha_Ppar,Ex_eu_Lpyr,Op_me_Ppil,Pl_gr_Ntab,Sr_di_Smic,Za_eh_Hmuk,
OG5_138825,Am_di_Sreg,Ba_pa_Brsp,EE_cr_Gthe,Ex_eu_Ndes,Op_me_Cgig,Pl_gr_Npyr,Sr_rh_Emar,Za_as_Heib,
OG5_128497,Am_di_Acas,Ba_pd_Hoch,EE_ap_Ttra,Ex_pa_Tfoe,Op_fu_Rirr,Pl_gr_Ntab,Sr_st_Esil,Za_eh_Hrub,
OG5_142052,Am_my_Ppal,,EE_cr_Crsp,Ex_ja_Rame,Op_fu_Rirr,Pl_gr_Dten,Sr_ci_Ptet,,
OG5_127096,Am_my_Ngra,,EE_cr_Crsp,Ex_eu_Scul,Op_me_Ppil,Pl_gr_Ntab,Sr_di_Amas,Za_eh_Hsai,
OG5_131358,Am_is_Rsax,,EE_ha_Ppar,Ex_ja_Agod,Op_ch_Mova,Pl_gr_Atri,Sr_rh_Aspl,,
OG5_126631,Am_di_Acas,Ba_pd_Dthe,EE_is_Tmar,Ex_he_Ngru,Op_ch_Mova,Pl_gr_Ntab,Sr_di_Kmik,Za_eh_Hbor,
OG5_127952,Am_tu_Aspl,,EE_ce_Chsp,Ex_eu_Bsal,Op_fu_Amac,Pl_gr_Ntab,Sr_ci_Ptet,Za_al_Alti,
