,am,ba,ee,ex,op,pl,sr,za,
OG5_129442,0.045,0,0.088,0.16,0.182,0.075,0.083,0,
OG5_127593,0.05,0,0.048,0.115,0.044,0.152,0.018,0.048,
OG5_136954,0.077,0,0.111,0.286,0.375,0.22,0.041,0,
OG5_127380,0.08,0.05,0.091,0.118,0.122,0.143,0.042,0.053,
OG5_139576,0.049,0,0.097,0.243,0.54,0.147,0.059,0,
OG5_126800,0.035,0.25,0.064,0.096,0.211,0.163,0.015,0,
OG5_128416,0.079,0.119,0.115,0.287,0.222,0.19,0.054,0,
OG5_130766,0.214,0,0.095,0.25,0.278,0.098,0.021,0,
OG5_128791,0.063,0,0.118,0.176,0.095,0.158,0.062,0,
OG5_127354,0.038,0,0.058,0.294,0.059,0.167,0.02,0,
OG5_129160,0.056,0,0.103,0.143,0.1,0.136,0.034,0,
OG5_128030,0.111,0.182,0.139,0.136,0.296,0.136,0.063,0,
OG5_131586,0.071,0,0.125,0,0.143,0.154,0.333,0,
OG5_126668,0.055,0.004,0.072,0.136,0.067,0.071,0.016,0.011,
OG5_144901,0.5,0,0.333,0.4,0,0.361,0.238,0,
OG5_135604,0.139,0.143,0.273,0.333,0.593,0,0.081,0,
OG5_132716,0.108,0,0.1,0.296,0.086,0.125,0.066,0,
OG5_126749,0.13,0,0.123,0.209,0.222,0.184,0.355,0,
OG5_127513,0.041,0,0.043,0.217,0.088,0.256,0.027,0.011,
OG5_128409,0.088,0,0.2,0.333,0.279,0.5,0.061,0,
OG5_130133,0.048,0.012,0.083,0.176,0.227,0.097,0.021,0.044,
OG5_128921,0.095,0,0.167,0.286,0.212,0.2,0.129,0,
OG5_129230,0.083,0,0.105,0.176,0.097,0.088,0.037,0,
OG5_128257,0.054,0,0.057,0.245,0.064,0.153,0.025,0,
OG5_126624,0.042,0.006,0.049,0.171,0.087,0.167,0.035,0.031,
OG5_129642,0.039,0,0.051,0.125,0.067,0.07,0.019,0,
OG5_126846,0.057,0,0.043,0.549,0.071,0.176,0.023,0.5,
OG5_128646,0.052,0,0.083,0.167,0.118,0.129,0.024,0,
OG5_135051,0.185,0,0.182,0.188,0.217,0.158,0.074,0,
OG5_128496,0.114,0.5,0.12,0.253,0.2,0.148,0.046,0,
OG5_126659,0.062,0.004,0.065,0.089,0.068,0.147,0.027,0.022,
OG5_130134,0.073,0,0.214,0.214,0.25,0.333,0.027,0,
OG5_130653,0.214,0.176,0.16,0.6,0.439,0.333,0.122,0.25,
OG5_126677,0.036,0.008,0.046,0.152,0.069,0.063,0.018,0.027,
OG5_127367,0.036,0,0.056,0.083,0.061,0.057,0.025,0.022,
OG5_128283,0.347,0.5,0.173,0.304,0.304,0.1,0.08,0,
OG5_168267,0.143,0.5,0.25,0.632,1.0,0.143,0.062,0,
OG5_127447,0.026,0.182,0.063,0.125,0.071,0.167,0.015,0.011,
OG5_127586,0.254,0,0.12,0.359,0.184,0.311,0.071,0,
OG5_127163,0.052,0,0.056,0.133,0.078,0.224,0.019,0,
OG5_131305,0.107,0,0.12,0.214,0.231,0.2,0.047,0,
OG5_131908,0.222,0,0.061,0.1,0.2,0.143,0.016,0,
OG5_129156,0.231,0.009,0.111,0.636,0.167,0.45,0.109,0.024,
OG5_143141,0.238,0,0.111,0.333,1.0,0.111,0.091,0,
OG5_137084,0.028,0,0.091,0.5,0.167,0.077,0.03,0,
OG5_132855,0.049,0,0.333,0.25,0.16,0.5,0.077,0,
OG5_126780,0.143,0.2,0.07,0.396,0.094,0.16,0.094,0,
OG5_129891,0.045,0,0.07,0.267,0.225,0.104,0.096,0,
OG5_139267,0.079,0.065,0.118,0.231,1.0,0.091,0.037,0,
OG5_129805,0.049,0,0.15,0.214,0.097,0.222,0.048,0,
OG5_130568,0.167,0,0.057,0.333,0.222,0.111,0.019,0,
OG5_127146,0.03,0,0.058,0.103,0.091,0.174,0.026,0,
OG5_128793,0.043,0,0.111,0.2,0.074,0.091,0.022,0,
OG5_132403,0.125,0.125,0.263,0.5,0.643,0.111,0.322,0,
OG5_145769,0.125,0,0.333,0.167,1.0,0.4,0.095,0,
OG5_127703,0.06,0,0.2,0.087,0.103,0.143,0.033,0.034,
OG5_131018,0.045,0.128,0.091,0.273,0.138,0.125,0.056,0,
OG5_133678,0.079,0,0.2,0.333,0.143,0.5,0.077,0,
OG5_131016,0.049,0,0.08,1.0,0.353,0.222,0.133,0,
OG5_132308,0.1,0.063,0.125,0.6,0.176,0.143,0.061,0,
OG5_129318,0.063,0,0.061,0.273,0.097,0.063,0.057,0,
OG5_137617,0.039,0,0.077,1.0,0.2,0,0.069,0,
OG5_127130,0.056,0,0.077,0.106,0.075,0.083,0.027,0,
OG5_131757,0.044,0.017,0.333,0.333,0.333,0.5,0.25,0.029,
OG5_126971,0.039,1.0,0.07,0.273,0.086,0.247,0.04,0.458,
OG5_130153,0.038,0,0.118,0.286,0.111,0.156,0.031,0,
OG5_130123,0.059,0,0.095,0.333,0.083,0.079,0.038,0,
OG5_127878,0.049,0,0.04,0.125,0.097,0.127,0.023,0,
OG5_129638,0.038,0.053,0.088,0.182,0.46,0.075,0.035,1.0,
OG5_130783,0.081,0,0.25,0.5,0.15,0,0.222,0,
OG5_126724,0.045,0.111,0.07,0.489,0.111,0.157,0.03,0.545,
OG5_130265,0.5,0,0.111,0.235,0.28,0.667,0.038,0,
OG5_127412,0.028,0.014,0.044,0.154,0.179,0.096,0.02,0.055,
OG5_126877,0.044,0,0.058,0.102,0.221,0.186,0.018,0,
OG5_129894,0.035,0,0.059,0.387,0.167,0.188,0.038,1.0,
OG5_133058,0.114,0.333,0.074,0.429,0.133,0.107,0.021,0,
OG5_127616,0.042,0.5,0.087,0.151,0.048,0.184,0.037,0.222,
OG5_128181,0.048,0,0.125,0.148,0.056,0.15,0.035,0,
OG5_141485,0.515,0,0.436,0.786,0.575,0.269,0.332,0,
OG5_131447,0.25,0,0.08,0.125,0.3,0.077,0.08,0,
OG5_139974,0.125,0,1.0,0.5,0.25,0,0.034,0,
OG5_135135,0.099,0.114,0.105,0.31,0.154,0.168,0.059,0.333,
OG5_130148,0.074,0,0.286,0,0.781,0,0.118,0,
OG5_126820,0.05,0.004,0.072,0.103,0.068,0.125,0.024,0.022,
OG5_133356,0.074,0.091,0.405,0.1,0.16,0.194,0.113,0,
OG5_137115,0.161,0,0.143,0.462,0.4,0.2,0.061,0,
OG5_146790,0.087,0,0.167,0.5,0.308,0.286,0.08,0,
OG5_131651,0.04,0.035,0.143,0.263,0.235,0.316,0.072,0.2,
OG5_127017,0.091,0.043,0.085,0.167,0.15,0.208,0.033,0,
OG5_127392,0.041,0,0.224,0.122,0.176,0.377,0.03,0,
OG5_130775,0.05,0,0.118,0.192,0.222,0.154,0.038,0,
OG5_126760,0.034,0.004,0.051,0.098,0.065,0.083,0.02,0.011,
OG5_126956,0.042,0.006,0.1,0.091,0.086,0.085,0.019,0.021,
OG5_126783,0.045,0.008,0.065,0.105,0.163,0.167,0.029,0.051,
OG5_126620,0.038,0.007,0.068,0.183,0.063,0.083,0.037,0.028,
OG5_129274,0.091,0,0.125,0.1,0.176,0.147,0.082,0,
OG5_137752,0.4,0,0.167,0,0.333,0,0.333,0,
OG5_128242,0.283,0,0.091,0.176,0.194,0.222,0.039,0,
OG5_128550,1.0,0,0.25,0.923,0.667,0,0.103,0,
OG5_126773,0.063,0.012,0.054,0.182,0.095,0.094,0.017,0.333,
OG5_127424,0.051,0,0.052,0.125,0.073,0.073,0.016,0.057,
OG5_128185,0.039,0,0.074,0.188,0.146,0.214,0.03,0,
OG5_126568,0.055,0.017,0.133,0.262,0.147,0.262,0.041,0.034,
OG5_137383,0.087,0.053,0.176,0.4,0.333,0.333,0.055,0,
OG5_127750,0.093,1.0,0.182,0.286,0.22,0.185,0.105,1.0,
OG5_130332,0.093,0.182,0.287,0.25,0.209,0.419,0.157,0,
OG5_171295,1.0,0,0.333,0,0,1.0,0.095,0,
OG5_128169,0.045,0.5,0.059,0.154,0.133,0.109,0.021,0,
OG5_146827,0.144,0.1,0.128,0.723,0.086,0.085,0.053,0.444,
OG5_127411,0.04,0,0.077,0.158,0.173,0.089,0.016,0.023,
OG5_127714,0.117,0.167,0.143,0.361,0.111,0.079,0.041,1.0,
OG5_127606,0.045,0.087,0.056,0.188,0.091,0.083,0.025,0.333,
OG5_127063,0.038,0,0.059,0.207,0.133,0.14,0.029,0,
OG5_127224,0.08,0.015,0.188,0.235,0.148,0.244,0.04,0.083,
OG5_149833,0.191,0.086,0.121,0.2,0.231,0.396,0.055,1.0,
OG5_134546,0.333,0,0.071,1.0,0.333,0.1,0.036,0,
OG5_126742,0.032,0.019,0.093,0.116,0.076,0.083,0.027,0.108,
OG5_127011,0.033,0.004,0.083,0.235,0.15,0.089,0.019,0.024,
OG5_138825,0.107,0.023,0.391,0.182,0.467,0.333,0.089,0.2,
OG5_128497,0.062,0.231,0.081,0.391,0.811,0.171,0.055,1.0,
OG5_142052,0.113,0,0.19,0.333,0.75,0.167,0.108,0,
OG5_127096,0.036,0,0.125,0.114,0.224,0.098,0.018,0.027,
OG5_131358,0.075,0,0.083,0.143,0.222,0.333,0.024,0,
OG5_126631,0.077,0.062,0.092,0.107,0.128,0.097,0.032,0.021,
OG5_127952,0.045,0,0.054,0.077,0.074,0.068,0.021,0.023,
OG5_127845,0.048,0,0.2,0.708,0.186,0.182,0.113,0,
OG5_133358,0.128,1.0,0.103,0.111,0.111,0.241,0.036,1.0,
OG5_133110,0.333,0.007,1.0,0,0,1.0,0.25,0,
OG5_127047,0.044,0,0.052,0.176,0.091,0.089,0.018,0,
OG5_127046,0.052,0,0.071,0.143,0.078,0.098,0.023,0.021,
OG5_127089,0.047,0,0.051,0.095,0.067,0.087,0.022,0.022,
OG5_127539,0.063,0,0.059,0.08,0.115,0.319,0.032,0,
OG5_129377,0.04,0,0.091,0.167,0.1,0.25,0.087,0,
OG5_131346,0.072,0,0.077,0.375,0.243,0.235,0.024,0,
OG5_132349,0.063,0,0.083,0.2,0.121,0.069,0.033,0,
OG5_128007,0.065,0,0.05,0.154,0.119,0.113,0.026,0,
OG5_126872,0.068,0,0.066,0.121,0.07,0.122,0.028,0.02,
OG5_126795,0.034,0,0.051,0.105,0.071,0.123,0.028,0,
OG5_127020,0.047,0.01,0.065,0.16,0.05,0.082,0.044,0.042,
OG5_137293,0.182,0,0.5,0.75,0.115,0,0.128,0,
OG5_129223,0.057,0,0.333,0.375,0.135,0.167,0.077,0,
OG5_133638,0.05,0,1.0,0,0.125,0.5,0.125,0,
OG5_132329,0.2,0,0.083,0.231,0.158,0.15,0.033,0,
OG5_126721,0.031,0.005,0.052,0.273,0.089,0.071,0.02,0,
OG5_127971,0.054,0,0.082,0.25,0.185,0.105,0.061,0,
OG5_164044,0.388,0.667,0.297,0.385,0.227,0.354,0.228,0,
OG5_128213,0.107,0.011,0.083,0.4,0.091,0.167,0.047,1.0,
OG5_127070,0.041,0,0.055,0.146,0.133,0.132,0.038,0,
OG5_127378,0.039,0,0.08,0.227,0.194,0.214,0.143,0,
OG5_126712,0.036,0.3,0.084,0.167,0.08,0.142,0.03,0,
OG5_127730,0.034,0,0.034,0.069,0.091,0.097,0.015,0,
OG5_128040,0.059,0.1,0.087,0.125,0.132,0.14,0.022,1.0,
OG5_126843,0.046,0.5,0.075,0.082,0.104,0.169,0.035,0,
OG5_127665,0.047,0.5,0.075,0.08,0.133,0.136,0.024,0,
OG5_140567,0.095,1.0,0.2,0.133,1.0,0.083,0.286,0.182,
OG5_132899,0.064,0,0.2,0.25,0.4,0.333,0.045,0,
OG5_130769,0.094,0.027,0.167,0.167,0.154,0.4,0.049,0.167,
OG5_127037,0.061,0.016,0.075,0.292,0.128,0.183,0.052,0.231,
OG5_135287,0.2,0,0.146,0.227,0.13,0.143,0.119,0,
OG5_130626,0.111,0,0.091,0.118,0.182,0.133,0.02,0,
OG5_131439,0.074,0.34,0.255,0.25,0.17,0.162,0.089,0.4,
OG5_127179,0.055,0.005,0.071,0.2,0.083,0.162,0.018,0,
OG5_128413,0.061,0,0.077,0.25,0.121,0.25,0.017,0,
OG5_130185,0.043,0,0.042,0.2,0.115,0.167,0.023,0,
OG5_127221,0.044,0.2,0.098,0.1,0.108,0.101,0.027,0.03,
OG5_177080,0.2,0.047,1.0,0.667,1.0,0,0.214,1.0,
OG5_129108,0.035,0.429,0.094,0.227,0.111,0.094,0.034,0,
OG5_126609,0.096,0.02,0.088,0.25,0.119,0.167,0.054,0.065,
OG5_144479,0.333,0.023,0.5,0.5,0.667,1.0,0.129,0.24,
OG5_131102,0.054,0.022,0.2,0.139,0.1,0.083,0.048,0.078,
OG5_127265,0.043,0.02,0.063,0.121,0.119,0.069,0.033,0.5,
OG5_128770,0.036,0,0.067,0.2,0.069,0.177,0.023,0,
OG5_130669,0.286,0.286,0.05,0.188,0.382,0.08,0.021,1.0,
OG5_130543,0.043,0,0.048,0.176,0.273,0.263,0.255,0,
OG5_127207,0.049,1.0,0.08,0.185,0.235,0.14,0.039,0,
OG5_139549,0.054,0.125,0.157,0.235,0.229,0.091,0.038,0,
OG5_127483,0.056,0.25,0.054,0.125,0.055,0.079,0.015,0.04,
OG5_144863,0.141,0.4,0.304,0.333,0.667,0.143,0.039,0,
OG5_127008,0.069,0,0.055,0.147,0.058,0.092,0.031,0.012,
OG5_133683,0.038,0,0.067,0.167,0.2,0.167,0.041,0,
OG5_128838,0.067,0,0.08,0.222,0.121,0.158,0.027,0,
OG5_126995,0.033,0,0.087,0.31,0.116,0.261,0.062,0.5,
OG5_127124,0.028,0.125,0.072,0.345,0.104,0.174,0.049,0,
OG5_126758,0.075,0.009,0.052,0.176,0.076,0.121,0.03,0.08,
OG5_127913,0.077,0.004,0.091,0.5,0.133,0.071,0.241,0,
OG5_127579,0.102,0.011,0.077,0.25,0.077,0.091,0.077,0.2,
OG5_133510,0.333,0.035,0.5,0.25,0.286,0.333,0.5,0.061,
OG5_128741,0.033,0,0.071,0.1,0.057,0.078,0.023,0,
OG5_132673,0.087,0,0.5,0.5,0.222,0.222,0.103,0,
OG5_130428,0.107,0,0.222,0.182,0.182,1.0,0.081,0,
OG5_144653,0.13,0.25,0.116,0.449,0.2,0.154,0.048,0,
OG5_132555,0.051,0,0.167,0.176,0.095,0.182,0.036,0,
OG5_139428,0.111,0,0.3,0,0.333,0.3,0.167,0,
OG5_127328,0.042,0.016,0.053,0.174,0.069,0.049,0.022,0.024,
OG5_127319,0.079,0,0.059,0.424,0.14,0.184,0.022,0,
OG5_127441,0.032,0.021,0.063,0.118,0.111,0.185,0.024,0,
OG5_139121,0.091,0,0.2,0.5,0.25,0.182,0.125,0,
OG5_130557,0.038,0,0.067,0.158,0.167,0.126,0.027,0,
OG5_132710,0.049,0.333,0.1,0.737,0.133,1.0,0.03,0.429,
OG5_131771,0.152,0.333,0.222,0.5,0.143,0.213,0.139,0,
OG5_127141,0.047,0,0.054,0.22,0.071,0.168,0.03,0.1,
OG5_135545,0.164,0,0.229,0.333,0.179,0.211,0.085,0,
OG5_127074,0.034,0.015,0.033,0.115,0.114,0.167,0.018,0.038,
OG5_132029,0.065,0.012,0.1,0.1,0.133,0,0.048,0.074,
OG5_134508,0.5,0.028,0.5,0.333,1.0,0,0.067,0.029,
OG5_126756,0.059,0.007,0.071,0.074,0.103,0.104,0.011,0.055,
OG5_127272,0.032,0.006,0.096,0.097,0.15,0.083,0.02,0.022,
OG5_135252,0.14,0,0.136,0.25,0.389,0.333,0.11,0,
OG5_144385,0.158,0,0.5,0.5,1.0,0,0.267,0,
OG5_127081,0.046,0,0.038,0.306,0.088,0.061,0.027,0,
OG5_131261,0.041,0,0.044,0.286,0.083,0.082,0.034,0,
OG5_127176,0.037,0,0.075,0.159,0.068,0.102,0.022,0.042,
OG5_131943,0.077,0,0.167,0,0.176,1.0,0.143,0,
OG5_128983,0.085,0.018,0.138,0.2,0.25,0.231,0.058,0.073,
OG5_128517,0.02,0,0.069,0.143,0.111,0.094,0.027,0,
OG5_156261,0.724,0.031,0.483,0.451,0.375,0.333,0.126,0,
OG5_127054,0.041,0.011,0.089,0.159,0.13,0.135,0.031,0.016,
OG5_146610,0.5,0.069,0,1.0,0,0,0,0.136,
OG5_127733,0.036,0,0.048,0.111,0.081,0.088,0.017,0,
OG5_127352,0.037,0,0.047,0.107,0.08,0.075,0.043,0.038,
OG5_130957,0.167,0,0.033,0.208,0.105,0.176,0.025,0,
OG5_126635,0.036,0.071,0.073,0.417,0.15,0.093,0.065,0,
OG5_128738,0.046,0,0.179,1.0,0.344,0.328,0.096,0,
OG5_133357,0.086,0,0.167,0.667,1.0,0.203,0.071,0,
OG5_126931,0.047,0,0.078,0.073,0.065,0.065,0.029,0.021,
OG5_128602,0.037,0,0.109,0.273,0.078,0.4,0.069,0,
OG5_141916,0.159,0,0.214,0.577,0.718,0.5,0.134,0,
OG5_129657,0.05,0,0.1,0.1,0.091,0.091,0.115,0,
OG5_131181,0.25,0,0.13,0.2,0.167,0.167,0.066,0,
OG5_127225,0.033,0.095,0.061,0.2,0.089,0.235,0.016,0.5,
OG5_126672,0.055,0,0.25,0.333,0.267,0.143,0.045,0,
OG5_130746,0.077,0.333,0.151,0.746,0.299,0.158,0.069,0.333,
OG5_127688,0.052,0,0.053,0.111,0.063,0.095,0.019,0.048,
OG5_127981,0.034,0,0.054,0.222,0.059,0.182,0.018,0.025,
OG5_126767,0.088,0.038,0.103,0.125,0.147,0.096,0.031,0.333,
OG5_129707,0.036,0,0.2,0.231,0.273,0.333,0.066,0,
OG5_126706,0.058,0,0.06,0.292,0.076,0.15,0.021,0,
OG5_136804,0.051,0,0.217,0.25,0.5,0.333,0.14,0,
OG5_127886,0.035,0,0.05,0.167,0.114,0.218,0.022,0,
OG5_128510,0.129,0.333,0.118,0.267,0.26,0.088,0.061,0.278,
OG5_127073,0.063,0.014,0.152,0.2,0.22,0.103,0.057,0,
OG5_131738,0.125,0,0.25,0.333,0.167,0.25,0.185,0,
OG5_127088,0.047,0,0.107,0.387,0.116,0.268,0.056,0,
OG5_127712,0.109,0,0.214,0.333,0.176,0,0.122,0,
OG5_132104,0.08,0,0.067,0.25,0.111,0.087,0.017,0,
OG5_132242,0.077,0,0.333,1.0,0.286,0.5,0.111,0,
OG5_127310,0.054,0.222,0.056,0.221,0.086,0.123,0.035,0.455,
OG5_127303,0.132,0.038,0.083,0.2,0.061,0.122,0.037,0,
OG5_129417,0.05,0.077,0.143,0.133,0.213,0.067,0.038,1.0,
OG5_126848,0.074,0.005,0.115,0.188,0.065,0.196,0.022,0.022,
OG5_135807,0.045,0.333,0.136,0.2,0.261,0.4,0.055,1.0,
OG5_131704,0.045,0,0.105,0.667,0.283,1.0,0.065,0,
OG5_126934,0.064,0.007,0.068,0.143,0.127,0.063,0.027,0,
OG5_128265,0.03,0,0.038,0.138,0.136,0.058,0.016,0,
OG5_127107,0.046,0,0.107,0.217,0.094,0.162,0.051,0,
OG5_172112,0.185,0.067,0.286,0.4,0,0.25,0.097,0,
OG5_128373,0.057,0,0.154,0.19,0.091,0.125,0.031,0,
OG5_126681,0.046,0.004,0.055,0.096,0.043,0.212,0.021,0.011,
OG5_136415,0.083,0.2,0.194,0.308,0.567,0.167,0.134,1.0,
OG5_128099,0.064,0,0.133,0.381,0.088,0.125,0.078,1.0,
OG5_139831,0.086,0.091,0.091,0.615,1.0,0,0.073,0,
OG5_129874,0.047,0.077,0.128,0.176,0.126,0.211,0.081,0,
OG5_127604,0.072,1.0,0.1,0.267,0.297,0.236,0.046,0,
OG5_127006,0.053,0.014,0.067,0.211,0.065,0.078,0.04,0.03,
OG5_126766,0.071,0,0.065,0.085,0.063,0.088,0.032,0.011,
OG5_128368,0.086,0,0.091,0.152,0.12,0.25,0.028,0,
OG5_146358,0.044,0.036,0.149,0.58,0.379,0.094,0.146,0.25,
OG5_133194,0.056,0,0.048,0.333,0.083,0.263,0.043,0,
OG5_126671,0.053,0.008,0.054,0.167,0.129,0.161,0.026,0.037,
OG5_128415,0.154,0,0.28,0.25,0.554,0.5,0.091,0,
OG5_132314,0.091,0,0.222,0.5,0.308,0.25,0.056,0,
OG5_134263,0.055,0.222,0.129,0.375,0.444,0.277,0.029,0.167,
OG5_127368,0.052,0,0.088,0.119,0.071,0.092,0.026,0,
OG5_127100,0.031,0.061,0.034,0.107,0.044,0.088,0.014,0.034,
OG5_126880,0.081,0.021,0.105,0.343,0.089,0.094,0.052,0.111,
OG5_128223,0.058,0,0.044,0.154,0.065,0.109,0.033,0,
OG5_128968,0.222,0,0.118,0.448,0.375,0.2,0.037,0,
OG5_127322,0.037,0,0.038,0.094,0.087,0.101,0.022,0.022,
OG5_132006,0.091,0.032,0.111,1.0,0.2,0,0.05,0.5,
OG5_130486,0.048,0,0.071,0.167,0.125,0.065,0.046,0,
OG5_132808,0.077,0,0.111,0.273,0.135,0,0.096,0,
OG5_138133,0.274,0.028,0.133,0.357,0.182,1.0,0.056,0,
OG5_130069,0.081,0,0.148,0.118,0.143,0.2,0.118,0,
OG5_126988,0.041,0,0.091,0.119,0.051,0.084,0.024,0.022,
OG5_136086,0.076,0,0.158,0.167,0.5,0,0.108,0,
OG5_132373,0.035,0,0.143,0.143,0.222,0.588,0.074,0,
OG5_126577,0.062,0.333,0.114,0.162,0.159,0.185,0.03,0,
OG5_145726,0.093,0.021,0.091,0.25,1.0,0.182,0.235,0.333,
OG5_128494,0.043,0,0.048,0.158,0.103,0.161,0.026,0,
OG5_130263,0.667,1.0,0.161,0.289,0.133,0.242,0.053,1.0,
OG5_127995,0.056,0,0.074,0.15,0.068,0.079,0.042,0,
OG5_127351,0.033,0.013,0.045,0.136,0.061,0.079,0.019,0.025,
OG5_168169,0.08,0.067,0.429,0.667,0.5,0.9,0.049,0,
OG5_130443,0.125,0,0.083,0.2,0.125,0.083,0.031,0,
OG5_133959,0.083,0,0.25,1.0,0.143,0.25,0.167,0,
OG5_134625,0.111,0.102,1.0,0.333,0.308,0,0.167,0.125,
OG5_141055,0.102,0.073,0.161,0.122,0.333,0.136,0.108,0,
OG5_127687,0.033,0,0.042,0.103,0.167,0.108,0.019,0,
OG5_128291,0.058,0,0.069,0.143,0.069,0.087,0.015,0,
OG5_132851,0.087,1.0,0.167,1.0,0.125,0.067,0.047,0,
OG5_129036,0.059,0.5,0.114,0.133,0.174,0.204,0.082,1.0,
OG5_130764,0.4,0,0.074,0.15,0.133,0.2,0.051,0,
OG5_137974,0.05,0,0.167,0.625,0.2,0.5,0.167,0,
OG5_127496,0.045,0,0.079,0.139,0.105,0.065,0.022,0,
OG5_127250,0.025,0.167,0.048,0.111,0.063,0.154,0.029,0.02,
OG5_144936,0.211,0.25,0.16,0.714,0.333,0.196,0.094,0,
OG5_131155,0.087,1.0,0.118,0.25,0.2,0.177,0.037,0,
OG5_133501,0.125,0,0.25,0,0.125,0.25,0.088,0,
OG5_127438,0.029,1.0,0.049,0.12,0.063,0.126,0.028,0,
OG5_128269,0.035,0,0.07,0.103,0.085,0.269,0.024,0,
OG5_127177,0.058,0.023,0.14,0.152,0.11,0.118,0.1,0.077,
OG5_126840,0.037,0,0.047,0.156,0.105,0.103,0.028,0.054,
OG5_160650,0.059,0,0.222,0.25,1.0,0.5,0.13,0,
OG5_126951,0.054,0,0.06,0.089,0.089,0.111,0.024,0.021,
OG5_128111,0.037,0,0.041,0.125,0.075,0.077,0.025,0.143,
OG5_150270,0.062,0,0.5,0.25,0,0.2,0.078,0,
OG5_127731,0.046,0,0.115,0.143,0.118,0.119,0.072,0,
OG5_134423,0.154,0,0.1,0,0.571,0.167,0.143,0,
OG5_142671,0.167,0.033,0.333,0.429,0.5,0.125,0.077,0.154,
OG5_131515,0.25,0.006,0.3,0,0.5,0.171,0.077,0.133,
OG5_128288,0.057,0,0.091,0.75,0.25,0.183,0.045,0,
OG5_127814,0.024,0,0.073,0.15,0.054,0.074,0.018,0,
OG5_141261,0.086,0.101,0.16,0.539,0.289,0.208,0.076,0.167,
OG5_127528,0.035,0.1,0.089,0.091,0.073,0.037,0.015,0.025,
OG5_129323,0.042,0,1.0,0,0.069,0.5,0.182,0,
OG5_126570,0.087,0,0.1,0.224,0.167,0.175,0.059,0,
OG5_129044,0.074,0.037,0.143,0.222,0.125,0.171,0.053,0.067,
OG5_133071,0.038,0,0.143,1.0,0.158,0,0.051,0,
OG5_131276,0.033,0,0.154,0.15,0.167,0.167,0.171,0,
